date,OT,start_date,end_date,search_fact,report_fact
2019-08-01,505698212,2019-08-01,2019-08-31,"The United States government has official websites dedicated to disaster preparedness and emergency management, such as Ready.gov and FEMA.gov, which provide resources and information for individuals, communities, and agencies to prepare for and respond to disasters.; The primary responsibility of emergency management departments in the United States is to coordinate resources during emergencies and disasters.; The California Governor's Office of Emergency Services (Cal OES) is responsible for the State's emergency and disaster response services.; The Federal Emergency Management Agency (FEMA) has developed a guide for healthcare facilities to prepare for power outages.; The United States government has established various programs and resources to prepare for and respond to disasters and emergencies, including National Preparedness Month, FEMA grants, and emergency management programs.",NA
2019-09-01,738993138,2019-09-01,2019-09-30,"The United States government has established various programs and resources to prepare for and respond to disasters and emergencies, including National Preparedness Month, FEMA grants, and emergency management programs.; The United States government has official websites and resources dedicated to disaster preparedness and emergency response, such as FEMA.gov and transportation.gov.; The Disaster Services Branch (DSB) of the California Department of Social Services (CDSS) provides mass care and shelter services during disasters or emergencies.; The United States has experienced major disasters, including hurricanes and wildfires, which have led to emergency declarations and relief efforts by government agencies such as FEMA and the American Red Cross.; The U.S. Army Corps of Engineers has identified short-term natural disaster risks and is working on Flood Control and Coastal Emergencies, Operation and Maintenance.; Turkey ranks third in the world in terms of earthquake-related casualties and losses.",NA
2019-10-01,633543263,2019-10-01,2019-10-31,"Turkey ranks third in the world in terms of earthquake-related casualties and losses.; The State of Oklahoma has an Emergency Operations Plan in place for responding to and recovering from disasters.; The U.S. Federal Emergency Management Agency (FEMA) plays a crucial role in disaster relief efforts, providing assistance to state and local governments.; The United States has experienced significant disaster events, with a major disaster declaration announced by FEMA in 2019 .; The United States has a National Response Framework in place to respond to emergencies and disasters, which can be activated without a request from a governor when the primary responsibility for response rests with the United States.",NA
2019-11-01,378426449,2019-11-01,2019-11-30,"The United States has a National Response Framework in place to respond to emergencies and disasters, which can be activated without a request from a governor when the primary responsibility for response rests with the United States.; Objective facts about the Climate and Disaster situation: 
CAL FIRE provides emergency services in 36 of California's 58 counties via contracts with local governments. 
The Alaska State Emergency Response Commission is established in the Department of Military and Veterans' Affairs. 
Each US state and territory has an office of emergency management. 
FEMA deferred the implementation of Risk Rating 2.0. 
DUA is administered by state UI agencies acting as agents of the Federal government whenever a disaster declaration is made. 
FEMA awarded Virginia over $23 million to help first responders. 
The MINER Act requires Emergency Response Plans. 
The U.S. Small Business Administration has a deadline for Private NonProfit organizations to submit disaster loan applications.; The United States government has various agencies and programs in place to respond to emergencies and disasters, including FEMA, OEM, and HHARP.; The United States government and its agencies, such as FEMA, are actively involved in disaster response and emergency management, with a focus on providing aid and resources to affected areas.; The United States experiences various natural hazards, including floods, wildfires, hurricanes, and rainstorms, with flooding being the most common and costly natural hazard.",NA
2019-12-01,812206037,2019-12-01,2019-12-31,"The United States experiences various natural hazards, including floods, wildfires, hurricanes, and rainstorms, with flooding being the most common and costly natural hazard.; The Texas Animal Health Commission (TAHC) works with local, state, and federal agencies to prepare for and respond to disasters and emergencies affecting animals.; The United States government has emergency management programs and initiatives in place to prepare for and respond to natural disasters, including planning, training, equipment, evaluation, and notification.; The Robert T. Stafford Disaster Relief and Emergency Assistance Act defines emergencies and major disasters.; The New Hampshire State Emergency Operations Center (SEOC) has a plan in place to align with the operational structure and makeup of the state's emergency management efforts.; Floods are the most common and widespread of all natural disasters, except fire. Most communities in the United States can experience some kind of flooding.",NA
2020-01-01,1110807634,2020-01-01,2020-01-31,"Floods are the most common and widespread of all natural disasters, except fire. Most communities in the United States can experience some kind of flooding.; The United States government has declared emergency declarations for Puerto Rico and Haiti due to complex emergencies and natural disasters.; The Federal Emergency Management Agency (FEMA) has granted $20M to California to increase earthquake protection, highlighting the importance of disaster preparedness and mitigation.; The United Nations Office for Disaster Risk Reduction (UNDRR) provides guidelines and frameworks for disaster risk reduction, including the Sendai Framework for Disaster Risk Reduction.; Objective facts about the Climate and Disaster situation:
The Governor of New York declared a disaster emergency in the state on January 31, 2020. 
The President of the United States signed a proclamation declaring a national emergency concerning COVID-19 on March 13, 2020.",NA
2020-02-01,1417757570,2020-02-01,2020-02-29,"Objective facts about the Climate and Disaster situation:
The Governor of New York declared a disaster emergency in the state on January 31, 2020. 
The President of the United States signed a proclamation declaring a national emergency concerning COVID-19 on March 13, 2020.; The United States saw 14 billion-dollar disasters in 2019.; The Federal Emergency Management Agency (FEMA) is responsible for responding to all types of disasters and emergencies in the United States.; The United States experiences various types of disasters, including floods, which are one of the most common hazards in the country.; Objective facts about the Climate and Disaster situation: 
The Stafford Disaster Relief and Emergency Assistance Act provides assistance for disaster damages . 
The Federal Emergency Management Agency (FEMA) issues disaster federal register notices . 
The HIPAA sanctions are waived in emergency areas identified in public health emergency declarations and hospitals with disaster protocols .",NA
2020-03-01,2159757958,2020-03-01,2020-03-31,"Objective facts about the Climate and Disaster situation: 
The Stafford Disaster Relief and Emergency Assistance Act provides assistance for disaster damages . 
The Federal Emergency Management Agency (FEMA) issues disaster federal register notices . 
The HIPAA sanctions are waived in emergency areas identified in public health emergency declarations and hospitals with disaster protocols .; The United States has experienced a series of disaster emergency proclamations and executive orders in March 2020, including in Pennsylvania, Hawaii, New York, California, and Indiana, in response to various disasters and emergencies.; NA (There is no information about climate and disaster in the provided search results. The search results are related to COVID-19 emergency declarations and disaster relief efforts.); The Governor of Iowa issued a State of Public Health Disaster Emergency on March 17, 2020, to require social distancing and limit community spread of COVID-19.; Multiple states in the United States, including Iowa, Kansas, and Georgia, have declared a state of emergency or disaster due to the COVID-19 pandemic.; The United States has declared a national emergency concerning the Novel Coronavirus Disease Outbreak, with multiple states issuing proclamations of public health disaster emergency.",NA
2020-04-01,2535766645,2020-04-01,2020-04-30,"The United States has declared a national emergency concerning the Novel Coronavirus Disease Outbreak, with multiple states issuing proclamations of public health disaster emergency.; In the United States, several states have declared a state of emergency or disaster emergency due to the COVID-19 pandemic, including Iowa, Colorado, Kansas, and Minnesota.; The current situation in the United States constitutes a national emergency, with a Proclamation of Public Health Disaster Emergency issued in Iowa on March 17, 2020.; Objective facts about the Climate and Disaster situation:
The United States has declared a national emergency due to the COVID-19 pandemic, and individual states such as Iowa, Washington, and Hawaii have issued their own proclamations of public health disaster emergency.; The United States government has declared states of emergency and disaster in various states, including Michigan, Iowa, Illinois, and Hawaii, in response to the COVID-19 pandemic.",NA
2020-05-01,1491114638,2020-05-01,2020-05-31,"The United States government has declared states of emergency and disaster in various states, including Michigan, Iowa, Illinois, and Hawaii, in response to the COVID-19 pandemic.; The United States government has declared national emergencies and public health disaster emergencies in response to the COVID-19 pandemic.; The United States has been experiencing a rise in natural disaster costs, with state-spending on natural disasters expected to increase . The National Emergency Management Association has reported on the costs of natural disasters in their 2020 Biennial Report .; The United States government has declared states of disaster emergency and major disaster declarations for the COVID-19 pandemic and other natural disasters.; Objective facts about the Climate and Disaster situation: 
Between May 26, 2020, and May 31, 2020, several US states, including Kansas, Illinois, Iowa, Michigan, and Georgia, declared a state of disaster emergency due to COVID-19.",NA
2020-06-01,2856350539,2020-06-01,2020-06-30,"The United States has experienced severe disasters such as Hurricanes Maria, Harvey, and Irma in 2017, affecting thousands of older adults.; The United States government has declared a national emergency and public health disaster emergency due to the COVID-19 pandemic.; The Stafford Act provides Federal Emergency Assistance for disasters and emergencies, and Section 406 of the Act focuses on repair and restoration of damaged facilities.; The Federal Emergency Management Agency (FEMA) is responsible for disaster relief and emergency assistance in the United States.; The Strategic National Stockpile is established to provide for the emergency health security of the United States in the event of a bioterrorist attack, pandemic, or other public health emergency.",NA
2020-07-01,2688166942,2020-07-01,2020-07-31,"The Strategic National Stockpile is established to provide for the emergency health security of the United States in the event of a bioterrorist attack, pandemic, or other public health emergency.; The Federal Emergency Management Agency (FEMA) provides resources and information on disaster preparedness, response, and recovery, including flood zones, special flood hazard areas, and disaster declarations.; Objective facts about the Climate and Disaster situation:
The United States government has declared public health emergencies and major disasters, resulting in the activation of emergency authorities and disaster relief efforts.; The United States government has official agencies and websites dedicated to emergency management and disaster response, such as FEMA.gov and state-specific agencies like the Hawai'i Emergency Management Agency.; The United States government has official websites and resources dedicated to disaster preparedness and emergency management, such as FEMA.gov and DHS.gov.",NA
2020-08-01,990365558,2020-08-01,2020-08-31,"The United States government has official websites and resources dedicated to disaster preparedness and emergency management, such as FEMA.gov and DHS.gov.; The United States government has established various programs and resources to prepare for and respond to disasters, including the Federal Emergency Management Agency (FEMA) and the Emergency Conservation Program (ECP) administered by the U.S. Department of Agriculture (USDA).; The Community Emergency Response Team (CERT) program is a volunteer-based program that provides disaster response and community training.; The average annual cost of flood damage in the United States is $8.2 billion, with 89 fatalities per year.; Flooding is the most common natural disaster in the United States.; In FY 2014, USAID/OFDA responded to 47 humanitarian emergencies in 42 countries.",NA
2020-09-01,20357716670,2020-09-01,2020-09-30,"In FY 2014, USAID/OFDA responded to 47 humanitarian emergencies in 42 countries.; The State of Kansas is seeking a 30-day extension of the State of Disaster Emergency related to COVID-19, indicating ongoing concerns about the pandemic.; The United States has mechanisms in place to respond to natural disasters, including the Robert T. Stafford Disaster Relief and Emergency Assistance Act, which allows for federal major disaster declarations.; The Federal Emergency Management Agency (FEMA) has awarded $5.3 million for Hurricane Dorian recovery in Florida, with $2,013,620 allocated for management costs.; The United States has declared national emergencies and proclamations of public health disaster emergencies in response to the COVID-19 pandemic.",NA
2020-10-01,1540026872,2020-10-01,2020-10-31,"The United States has declared national emergencies and proclamations of public health disaster emergencies in response to the COVID-19 pandemic.; The United States government has official websites and centers dedicated to disaster management, such as FEMA.gov and the National Business Emergency Operations Center.; Between 2000 and 2019, there were 7,348 major recorded disaster events claiming 1.23 million lives.; The Disaster Mitigation Act of 2000 is a federal law that aims to reduce the risk of disaster losses by promoting mitigation planning and activities.; The USDA is encouraging agricultural producers and residents to prepare for natural disasters and emergencies, and has designated several counties as primary natural disaster areas.",NA
2020-11-01,4141343418,2020-11-01,2020-11-30,"The USDA is encouraging agricultural producers and residents to prepare for natural disasters and emergencies, and has designated several counties as primary natural disaster areas.; The United States experiences an average of 151 federally recognized disasters and emergencies each year.; The United States government has various agencies and programs in place to prepare for and respond to disasters and emergencies, such as the Disaster Relief Fund, Farm Service Agency, and Federal Emergency Management Agency (FEMA).; The United States government has official websites and agencies dedicated to disaster management and emergency preparedness, such as FEMA, USAID, and the USDA.; The United States government has official websites and resources dedicated to disaster preparedness and response, such as FEMA.gov and Ready.gov.; The President approved a Major Disaster declaration on August 25, 2017.",NA
2020-12-01,1729507316,2020-12-01,2020-12-31,"The President approved a Major Disaster declaration on August 25, 2017.; The United States government provides disaster-related information to foreign governments and relief organizations on humanitarian grounds.; The United States has a national preparedness guidance outlined in Presidential Policy for responding to emergencies and disasters.; The United States has laws and programs in place to respond to disasters and emergencies, such as the U.S. Repatriation Program, disaster human service emergency management, and the Individual Assistance Program.; The United States has declared a State of Disaster Emergency in several states, including Kansas and Indiana, due to the COVID-19 pandemic and other disasters.",NA
2021-01-01,8732976026,2021-01-01,2021-01-31,"The United States has declared a State of Disaster Emergency in several states, including Kansas and Indiana, due to the COVID-19 pandemic and other disasters.; The United States has a history of emergency management, with the Federal Emergency Management Agency (FEMA) playing a key role in disaster relief and emergency assistance.; Federal Emergency Management Agency (FEMA) played a crucial role in disaster response during the COVID-19 pandemic, leading a historic response and supporting a record number of disasters.; The Stafford Disaster Relief and Emergency Assistance Act (42 U.S.C. 5121–5207) provides federal support to governors in response to disasters and emergencies.; The United States government has declared a national emergency and a public health emergency declaration for the COVID-19 pandemic, and FEMA is supporting vaccine distribution and providing funding for COVID-19 vaccination efforts.",NA
2021-02-01,2574225617,2021-02-01,2021-02-28,"The United States government has been actively responding to disasters and emergencies, with FEMA providing support for vaccine distribution, disaster relief, and emergency assistance.; The United States government has declared states of emergency and disasters in various regions, including Texas, in response to recent crises.; The United States government has responded to severe winter weather in the Southeast, with FEMA declaring major disaster declarations and authorizing federal emergency aid to affected states.; The U.S. Small Business Administration has approved nearly $76.2 million in low-interest disaster loans to businesses, private nonprofit organizations, and homeowners affected by California wildfires.",NA
2021-03-01,2441459028,2021-03-01,2021-03-31,"The United States Federal Emergency Management Agency (FEMA) has declared emergency aid available to states affected by disasters, under the Stafford Disaster Relief and Emergency Assistance Act.; The United States government provides financial assistance to individuals and households to respond to disaster-related housing needs through the Federal Emergency Management Agency (FEMA).; Floods cause 90 percent of disaster damage every year in the United States.; The United States Federal Government has taken various measures to prepare for and respond to disasters, including providing additional disaster assistance to Guam and the Commonwealth of the Northern Mariana Islands, and extending the State of Disaster Emergency in Kansas.; The United States government has updated its flood insurance rating methodology to deliver more accurate rates.",NA
2021-04-01,3804720594,2021-04-01,2021-04-30,"The United States government has updated its flood insurance rating methodology to deliver more accurate rates.; The United States government has various agencies and programs in place to prepare for and respond to disasters and emergencies, including the Federal Emergency Management Agency (FEMA), the Department of Homeland Security, and the Centers for Disease Control and Prevention (CDC).; The United States government has awarded $3.78 million to Florida for Hurricane Dorian expenses .; The United States government has been actively responding to health emergencies and disasters, including the COVID-19 pandemic, with various agencies such as FEMA and HHS playing key roles.; The Stafford Act, as amended, is a federal law that provides disaster relief and emergency assistance to affected individuals and communities.",NA
2021-05-01,1690277774,2021-05-01,2021-05-31,"The Stafford Act, as amended, is a federal law that provides disaster relief and emergency assistance to affected individuals and communities.; The United States government has issued proclamations and declarations for disasters and emergencies, including the 2023 Hawaii Wildfires, and has provided federal assistance for recovery efforts.; The United States government has various agencies and resources dedicated to disaster response and recovery, including the Federal Emergency Management Agency (FEMA), the Department of Health and Human Services (HHS), and the United States Department of Agriculture (USDA).; The Federal Emergency Management Agency (FEMA) provides guidance for disaster response and recovery, while adhering to public health measures during the COVID-19 pandemic.; The United States government has declared national emergencies and public health disaster emergencies in response to climate-related disasters.; The Federal Emergency Management Agency (FEMA) is working to prepare for and respond to natural disasters in the United States.",NA
2021-06-01,1891160673,2021-06-01,2021-06-30,"The Federal Emergency Management Agency (FEMA) is working to prepare for and respond to natural disasters in the United States.; The U.S. Army Corps of Engineers (USACE) can respond to natural disasters and emergencies in four main ways, including under its own authority and under the National Emergency Act.; Flooding is the most common and most expensive natural disaster in the United States, with just 1 inch of water causing significant damage to a home.; The COVID-19 state disaster emergency declared on March 7, 2020 in New York has been ended as of June 23, 2021.; The state of Montana has a process in place for extending a state of emergency or disaster if a majority of members in each house vote to approve it.",NA
2021-07-01,1675630732,2021-07-01,2021-07-31,"The state of Montana has a process in place for extending a state of emergency or disaster if a majority of members in each house vote to approve it.; The Disaster Recovery Reform Act of 2018 aims to improve disaster preparedness and response in the United States.; The United States has various programs and resources in place to respond to disasters and emergencies, including the National Emergency Preparedness Liaison Officers (NEPLOs), the Emergency Management Assistance Compact (EMAC), and the Federal Emergency Management Agency (FEMA).; The United States government has various agencies and programs in place to support disaster preparedness, response, and recovery, including FEMA, the Federal Emergency Management Agency, which provides disaster benefits and assistance.; The United States government has an official website for FEMA (Federal Emergency Management Agency) which provides information on disaster preparedness and emergency operations.",NA
2021-08-01,1575321649,2021-08-01,2021-08-31,"The United States government has an official website for FEMA (Federal Emergency Management Agency) which provides information on disaster preparedness and emergency operations.; In 2014, the United States experienced eight weather and climate disaster events with losses exceeding $1 billion each.; The U.S. Southern Command has assisted Haiti in preparing for natural disasters by constructing emergency operations centers and disaster relief warehouses.; The National Risk Index is a dataset and online tool that leverages available data for natural hazard and community risk factors to help illustrate the U.S.; FEMA is tracking Hurricane Ida, forecast to make landfall in the United States as a dangerous major hurricane.; The United States government has declared emergency disaster declarations for states impacted by Hurricane Ida, with FEMA providing low-interest federal disaster loans and emergency medical services.",NA
2021-09-01,2456853086,2021-09-01,2021-09-30,"The United States government has declared emergency disaster declarations for states impacted by Hurricane Ida, with FEMA providing low-interest federal disaster loans and emergency medical services.; Objective facts about the Climate and Disaster situation:
The Federal Emergency Management Agency (FEMA) and state governments are operating Disaster Recovery Centers to aid in disaster response and recovery. 
The United States government provides emergency credit to producers recovering from natural disasters through emergency loans. 
The USDA is updating the Emergency Assistance program to cover feed transportation costs for livestock producers affected by disasters.; The United States government has various resources and programs in place to assist with disaster relief and emergency management, including FEMA, USDA, and CDC.; The United States government has various agencies and programs in place to respond to and prepare for disasters, including the Federal Emergency Management Agency (FEMA), the National Flood Insurance Program (NFIP), and the Department of Defense.; The United States has experienced various disasters and emergencies, including healthcare staffing shortages, natural disasters, and pandemics, which have led to declarations of state and federal emergencies.",NA
2021-10-01,3707963186,2021-10-01,2021-10-31,"The United States has experienced various disasters and emergencies, including healthcare staffing shortages, natural disasters, and pandemics, which have led to declarations of state and federal emergencies.; The United States government has established Disaster Recovery Centers, such as the one in Southfield, Michigan, to provide assistance to individuals and businesses affected by disasters.; The National Response Framework (NRF) is a guide to how the nation responds to all types of disasters and emergencies in the United States.; The United States government has official websites and organizations dedicated to disaster response and management, such as FEMA.gov and DHS.gov.; The United States has recently experienced a series of disasters, including healthcare staffing shortages in New York, flooding in Louisiana, and natural disasters in Illinois.",NA
2021-11-01,1040363438,2021-11-01,2021-11-30,"The Federal Emergency Management Agency (FEMA) has programs in place to reduce windstorm impacts and provide disaster assistance to affected areas.; The United States has a system in place to respond to disasters and emergencies, including the Federal Priorities and Allocations System (FPAS) and the Robert T. Stafford Disaster Relief and Emergency Assistance Act.; The United States Global Change Research Program has reported recent trends in the profession of emergency and disaster management.; The COVID-19 pandemic has led to disaster emergency declarations in states such as New York . Federal disaster assistance is available not only to homeowners but also to renters .; The Federal Emergency Management Agency (FEMA) has a Public Assistance Grant Program to provide assistance to state, tribal, and local governments, as well as certain non-profit organizations, following a presidential disaster declaration.",NA
2021-12-01,3914198444,2021-12-01,2021-12-31,"The Federal Emergency Management Agency (FEMA) has a Public Assistance Grant Program to provide assistance to state, tribal, and local governments, as well as certain non-profit organizations, following a presidential disaster declaration.; The United States government has laws and policies in place to guide disaster response and recovery, such as the Stafford Act and the California Disaster Assistance Act.; The Salvation Army USA provides emergency preparedness, immediate emergency response, emotional and spiritual care, long-term disaster recovery, and serves all without discrimination.; The COVID-19 global pandemic has been declared a Public Health Emergency of International Concern.; The United States is experiencing multiple disaster emergencies, including healthcare staffing shortages in New York, natural disasters in Texas, and wildfires in Colorado.",NA
2022-01-01,2931891783,2022-01-01,2022-01-31,"The United States is experiencing multiple disaster emergencies, including healthcare staffing shortages in New York, natural disasters in Texas, and wildfires in Colorado.; The United States government has an official website for FEMA (Federal Emergency Management Agency) that provides information on national disaster response efforts and assistance available for survivors of storms and other disasters.; The COVID-19 global pandemic has been declared a Public Health Emergency of International Concern.; Objective facts about the Climate and Disaster situation:
The United States government has designated several counties in Michigan and Texas as primary natural disaster areas, allowing producers to access emergency credit through emergency loans. 
The Disaster Relief Fund is used to respond to and recover from major disasters and emergencies.; The United States experienced billion-dollar weather and climate disasters in 2021, including flash floods that caused dozens of fatalities and damaged homes and businesses.; The Public Health Disaster Emergency Proclamation in Iowa will expire on February 3, 2022, at 11:59 p.m.",NA
2022-02-01,1680652773,2022-02-01,2022-02-28,"The Public Health Disaster Emergency Proclamation in Iowa will expire on February 3, 2022, at 11:59 p.m.; The United States government provides disaster and emergency assistance to states and local governments through programs and processes described in the United States Code (U.S.C.) § 5121 et seq.; The COVID-19 pandemic has been declared a Public Health Emergency of International Concern, and disaster emergencies have been declared in states such as New York and Iowa.; Floods are the most common and costly natural disasters in the United States.; The Federal Emergency Management Agency (FEMA) has declared a major disaster for the State of Colorado, and the agency is providing assistance to firefighters and emergency personnel.",NA
2022-03-01,1886883021,2022-03-01,2022-03-31,"The Federal Emergency Management Agency (FEMA) has declared a major disaster for the State of Colorado, and the agency is providing assistance to firefighters and emergency personnel.; The United States government has various resources and plans in place to respond to disasters and emergencies, including the Federal Emergency Management Agency (FEMA) and the Centers for Disease Control and Prevention (CDC) .; Objective facts about the Climate and Disaster situation:
The State of New York declared a disaster emergency on March 16, 2022. 
FEMA provides disaster assistance and has a National Flood Insurance Program (NFIP) status that has implications for disaster assistance. 
The Census Bureau has a tool to help FEMA gauge the number of people vulnerable to disasters.; The state of Louisiana has declared a state of emergency due to tornadoes on March 22, 2022.; The State of New York has declared a statewide disaster emergency due to healthcare staffing shortages.",NA
2022-04-01,1814575664,2022-04-01,2022-04-30,"The State of New York has declared a statewide disaster emergency due to healthcare staffing shortages.; The United States government has official websites and agencies dedicated to emergency management, disaster preparedness, and climate action, such as FEMA, CDC, and DHS.; The United States Department of Homeland Security has a federally-chartered center for disaster preparedness in Anniston, Alabama.; The United States government has official websites that provide information and resources for emergency preparedness and disaster response, such as CDC, Ready.gov, and FEMA.; The United States government has various agencies and resources in place to respond to emergencies and disasters, including the Federal Emergency Management Agency (FEMA) and the State Disaster Identification Coordination Committee.",NA
2022-05-01,1673421317,2022-05-01,2022-05-31,"The United States government has various agencies and resources in place to respond to emergencies and disasters, including the Federal Emergency Management Agency (FEMA) and the State Disaster Identification Coordination Committee.; The United States government has been actively responding to natural disasters and emergencies, including droughts, hurricanes, and floods, through various agencies such as FEMA, USDA, and the Federal Register.; The United States government has official websites and organizations dedicated to disaster response and emergency management, such as FEMA.gov, Medicaid.gov, and ACL.gov.; The U.S. Public Health Service Commissioned Corps deploys in support of numerous natural disasters and public health emergencies to provide essential services.; The U.S. Army Corps of Engineers is responsible for responding to disasters or other emergencies within the United States and its territories.; The United States government has declared a major disaster for the State of New Mexico, and the Federal Emergency Management Agency (FEMA) is providing assistance.",NA
2022-06-01,4156380790,2022-06-01,2022-06-30,"The United States government has declared a major disaster for the State of New Mexico, and the Federal Emergency Management Agency (FEMA) is providing assistance.; The United States government has official websites and agencies dedicated to disaster management and emergency operations, such as FEMA, USDA, and CDC.; The United States government and various state governments are establishing plans and providing resources for emergency preparedness, response, and recovery from disasters.; The United States government has designated three Washington counties as primary natural disaster areas, allowing producers to access emergency credit through emergency loans.; FEMA provides state and local governments with preparedness program funding in the form of Non-Disaster Grants to enhance the capacity of state and local governments.",NA
2022-07-01,3121018667,2022-07-01,2022-07-31,"FEMA provides state and local governments with preparedness program funding in the form of Non-Disaster Grants to enhance the capacity of state and local governments.; The United States government has declared states of emergency and disaster declarations in various states, providing resources and assistance to affected areas.; The United States government has programs in place to respond to disasters and emergencies, including the Stafford Act, which authorizes the President to declare an incident a major disaster or emergency.; The Federal Emergency Management Agency (FEMA) provides resources and assistance for emergencies and disasters, including evacuation planning for people with disabilities.; The United States government has declared several disaster emergencies and designations in response to various events, including the monkeypox outbreak, wildfires, and natural disasters.",NA
2022-08-01,1695715907,2022-08-01,2022-08-31,"The Illinois Governor has issued a public health emergency declaration due to the Monkeypox virus, allowing for expansion of vaccine and testing capacities.; The State of New York has declared a disaster emergency due to extreme weather conditions.; The United States government has various agencies and systems in place to respond to disasters and emergencies, including the Disaster Emergency Medical Personnel System (DEMPS), Federal Emergency Management Agency (FEMA), and the National Response Framework (NRF).; The Federal Emergency Management Agency (FEMA) provides training and resources for disaster preparedness and response, including the CERT basic training program.; The Federal Emergency Management Agency (FEMA) consists of ten regions in the continental United States and territories, and is responsible for disaster declarations.",NA
2022-09-01,1250207960,2022-09-01,2022-09-30,"The Federal Emergency Management Agency (FEMA) consists of ten regions in the continental United States and territories, and is responsible for disaster declarations.; The Governor of New York has declared a state disaster emergency for the entire State of New York through October 9, 2022.; Objective facts about the Climate and Disaster situation:
Governor JB Pritzker issued an emergency disaster proclamation and activated approximately 75 members of the Illinois National Guard to respond to a disaster situation. 
Governor Kathy Hochul has issued Executive Order 4 Declaring a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State. 
USDA has designated several counties in Missouri and Texas as primary natural disaster areas, making emergency loans available to producers recovering from natural disasters. 
President Joseph R. Biden, Jr. has approved an emergency declaration for Puerto Rico, authorizing FEMA to coordinate all disaster relief efforts.; The President of the United States has approved emergency declarations for various disasters, authorizing FEMA to coordinate all disaster relief efforts.; Objective facts about the Climate and Disaster situation:
The United States government has official websites providing information on emergency, evacuation, and shelter plans for specific disasters, such as ready.gov and fema.gov.  
President Biden declared a major disaster exists in the State of Florida and ordered Federal aid to supplement State, tribal, and local recovery efforts.",NA
2022-10-01,3441894693,2022-10-01,2022-10-31,"Objective facts about the Climate and Disaster situation:
The United States government has official websites providing information on emergency, evacuation, and shelter plans for specific disasters, such as ready.gov and fema.gov.  
President Biden declared a major disaster exists in the State of Florida and ordered Federal aid to supplement State, tribal, and local recovery efforts.; The United States government has official websites and resources dedicated to disaster management, including FEMA.gov, DHS.gov, and TreasuryDirect.gov, which provide information on disaster response, recovery, and fraud prevention.; The United States has various disaster response systems in place, including the Federal Emergency Management Agency (FEMA) and state-level emergency management agencies, which provide assistance and resources during disasters.; The Federal Emergency Management Agency (FEMA) provides resources for disaster preparedness and recovery, including building code documents and disaster recovery centers.; California has a Disaster Service Worker Volunteer Program to support response and recovery phases in a disaster or emergency.; Objective facts about the Climate and Disaster situation: 
Governor Henry McMaster requested a Presidential Disaster Declaration to assist state and local governments with disaster relief efforts. 
The United States Department of Agriculture (USDA) Farm Service Agency (FSA) extended emergency assistance to farmers affected by natural disasters. 
The National Flood Insurance Program's (NFIP) debt to the U.S. Treasury has remained steep since Hurricane Katrina in 2005.",NA
2022-11-01,1524535909,2022-11-01,2022-11-30,"Objective facts about the Climate and Disaster situation: 
Governor Henry McMaster requested a Presidential Disaster Declaration to assist state and local governments with disaster relief efforts. 
The United States Department of Agriculture (USDA) Farm Service Agency (FSA) extended emergency assistance to farmers affected by natural disasters. 
The National Flood Insurance Program's (NFIP) debt to the U.S. Treasury has remained steep since Hurricane Katrina in 2005.; The United States government has issued several declarations of disaster emergencies due to various events, including the ongoing spread of Polio in New York, Hurricane Nicole in Florida, and the Route Fire in California.; The U.S. Postal Service is ensuring customers receive mail and correspondence during the recovery from Hurricane Ian in Florida.; The State of South Carolina has requested a Presidential Disaster Declaration to assist state and local recovery efforts following Hurricane Ian.; The 2022 National Household Survey on Disaster Preparedness reported that responses from the American public aim to give them peace of mind when the next disaster or emergency occurs.",NA
2022-12-01,2031909333,2022-12-01,2022-12-31,"The 2022 National Household Survey on Disaster Preparedness reported that responses from the American public aim to give them peace of mind when the next disaster or emergency occurs.; The United States government has official websites and programs dedicated to disaster preparedness and response, such as FEMA.gov, CDC.gov, and USDA.gov.; The United States government has official websites and resources dedicated to disaster preparedness and emergency planning, such as Ready.gov and FEMA.gov.; The United States government and its agencies, such as FEMA, are taking measures to prepare for and respond to natural disasters, including severe winter storms, floods, and other emergencies.; The United States has experienced various disasters and emergencies in 2022, including storms, hurricanes, wildfires, and floods, which have led to declarations of state emergencies and disaster emergencies in several states, including New York, Louisiana, and Florida.",NA
2023-01-01,1875818354,2023-01-01,2023-01-31,"The United States has experienced various disasters and emergencies in 2022, including storms, hurricanes, wildfires, and floods, which have led to declarations of state emergencies and disaster emergencies in several states, including New York, Louisiana, and Florida.; The United States government encourages emergency managers to invest in climate resilience through FEMA grants.; The United States Federal Emergency Management Agency (FEMA) is responsible for leading national relief efforts in response to presidential disaster declarations.; The President of the United States has approved emergency declarations for California, Georgia, and other states due to natural disasters such as atmospheric river storms and flooding.; The United States government has declared a state of emergency and is providing assistance to affected areas, with FEMA providing help to residents of San Mateo County and the USDA offering disaster assistance to farmers and livestock producers.; The Federal Emergency Management Agency (FEMA) is responsible for responding to disasters such as floods, hurricanes, earthquakes, and forest fires in the United States.",NA
