date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK,search_fact,report_fact
2018-04-02,2018-04-02,2018-04-08,National,X,2018,14,2.07542,2.03306,4550,4452,X,6211,2158,1696,19067,2117,937849,2018-14,"Objective facts about the Pulic Health and FLU situation: 
The 1918 influenza pandemic is being studied to understand the immune response to influenza infection. 
A 5-year prospective multicenter evaluation of influenza infection in solid organ transplant or hematopoietic stem cell transplant patients is being conducted in the United States, Canada, and Spain. 
Research is being conducted to study the causes of infectious and immune-mediated diseases, including influenza.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:**
The proportion of outpatient visits for influenza-like illness (ILI) was 2.1%, which is below the national baseline of 2.2%. Six of 10 regions reported ILI at or above region-specific baseline levels. 

**"
2018-04-09,2018-04-09,2018-04-15,National,X,2018,15,1.78234,1.8062,4148,3749,X,5508,1818,1449,16672,2076,923041,2018-15,"Objective facts about the Pulic Health and FLU situation:
Influenza-associated pediatric deaths in the United States from 2010-2016 were analyzed, with a focus on laboratory-confirmed influenza virus infection in children under 18 years old. 
Influenza A H3N2 variant virus infection was detected in a person who attended an agriculture fair in the USA in 2011. 
Influenza and pneumonia were the 8th leading cause of death in California in 2018, with a mortality rate of 14.6 per 100,000 people.","The proportion of outpatient visits for influenza-like illness (ILI) was 1.8%, which is below the national baseline of 2.2%."
2018-04-16,2018-04-16,2018-04-22,National,X,2018,16,1.61608,1.58958,3859,3216,X,5269,1432,1116,14892,2103,936850,2018-16,"Objective facts about the Pulic Health and FLU situation:
Influenza A infection can cause acute necrotizing encephalopathy in adults . Neuraminidase is being considered as an influenza vaccine antigen . Influenza Hemagglutinin Protein Stability is important for pandemic preparedness . Influenza and respiratory syncytial virus infections result in significant healthcare resource use and economic burden in the US .","The proportion of outpatient visits for influenza-like illness (ILI) was 1.7%, which is below the national baseline of 2.2%."
2018-04-23,2018-04-23,2018-04-29,National,X,2018,17,1.53992,1.54077,3725,3030,X,5343,1373,1101,14572,2079,945759,2018-17,"Influenza-like illness can trigger ischemic stroke, with the highest risk in the first 3-15 days after infection.","The proportion of outpatient visits for influenza-like illness (ILI) was 1.5%, which is below the national baseline of 2.2%."
2018-04-30,2018-04-30,2018-05-06,National,X,2018,18,1.53115,1.45326,3656,2600,X,4810,1215,992,13273,2005,913326,2018-18,"Influenza viruses cause a substantial burden of illness each year in the United States, estimated at 9.2–35.6 million cases of infection, 4.3–16.7 million",NA
2018-05-07,2018-05-07,2018-05-13,National,X,2018,19,1.29599,1.28242,3443,2205,X,4132,935,902,11617,1922,905868,2018-19,"Influenza D virus (IDV) has been identified in domestic cattle, swine, camelid, and small ruminant populations across North America, Europe, Asia.","The proportion of outpatient visits for influenza-like illness (ILI) was 1.2%, which is below the national baseline of 2.2%."
2018-05-14,2018-05-14,2018-05-20,National,X,2018,20,1.18904,1.2243,3359,2238,X,3766,905,799,11067,1966,903948,2018-20,"The 1918 flu pandemic started in the United States, with over 100 soldiers at Camp Funston in Fort Riley, Kansas becoming ill with flu.","The proportion of outpatient visits for influenza-like illness (ILI) was 1.2%, which is below the national baseline of 2.2%. The percentage of respiratory specimens testing positive for influenza in clinical laboratories decreased."
2018-05-21,2018-05-21,2018-05-27,National,X,2018,21,1.24941,1.23385,3384,2082,X,3429,885,866,10646,1883,862825,2018-21,The influenza pandemic in 1918 infected a third of the world's population.,"Nationwide during week 21, 1.2% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-05-28,2018-05-28,2018-06-03,National,X,2018,22,1.14134,1.22391,3222,1824,X,2982,846,734,9608,1789,785022,2018-22,"Objective facts about the Pulic Health and FLU situation:
Influenza vaccination requirements for healthcare professionals have changed, with ongoing panel surveys monitoring hospital practices in the United States. 
Antibiotic overuse remains widespread in the treatment of outpatient acute respiratory infections, including those with laboratory-confirmed influenza. 
Hospitalizations and deaths from respiratory infectious diseases, including pneumonia and influenza, have decreased in the United States.","Nationwide during week 22, 1.2% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-06-04,2018-06-04,2018-06-10,National,X,2018,23,0.988567,1.04866,2845,1836,X,2551,802,654,8688,1783,828488,2018-23,The 2017-2018 influenza season in the United States saw continued testing for seasonal influenza viruses and monitoring for novel influenza A virus infections.,"The percentage of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) due to influenza-like illness (ILI) during week 23 was 1.0%, which is below the national baseline of 2.2%."
2018-06-11,2018-06-11,2018-06-17,National,X,2018,24,0.895433,0.979381,2375,1596,X,2242,699,658,7570,1738,772937,2018-24,"Influenza affects between 9.2 and 60.8 million people in the United States every year, according to the Centers for Disease Control and Prevention (CDC).","Nationwide during week 24, 0.9% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-06-18,2018-06-18,2018-06-24,National,X,2018,25,0.892227,0.94819,2313,1554,X,2161,730,616,7374,1759,777692,2018-25,"Influenza infection is common in all age groups, with children infected most frequently.","Nationwide during week 25, 0.9% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI)."
2018-06-25,2018-06-25,2018-07-01,National,X,2018,26,0.877636,0.867741,2201,1530,X,1906,669,626,6932,1720,798856,2018-26,Influenza vaccination can provide protection against influenza illness or infection in older adults.,"During week 26, 0.8% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-07-02,2018-07-02,2018-07-08,National,X,2018,27,0.77502,0.822957,2000,1299,X,1862,539,549,6249,1764,759335,2018-27,The National Institute of Allergy and Infectious Diseases has a strategic plan for a universal influenza vaccine.,"Nationwide during week 27, 0.8% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI)."
2018-07-09,2018-07-09,2018-07-15,National,X,2018,28,0.725956,0.772384,1945,1443,X,1900,627,587,6502,1769,841809,2018-28,The Centers for Disease Control and Prevention (CDC) reports that influenza infection results in substantial hospital use and mortality in the United States each year.,"Nationwide during week 28, 0.7% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI)."
2018-07-16,2018-07-16,2018-07-22,National,X,2018,29,0.68266,0.707466,1741,1290,X,1720,566,469,5786,1732,817849,2018-29,"There are 18 HA and 11 NA proteins of influenza virus, according to the Centers for Disease Control and Prevention (CDC) in the United States .","During week 29, 0.7% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-07-23,2018-07-23,2018-07-29,National,X,2018,30,0.640527,0.686508,1665,1202,X,1643,523,463,5496,1728,800573,2018-30,"In the United States, an estimated 9–35 million influenza infections occur annually, with 140 000–710 000 resulting hospitalizations and 12 000–56 000 deaths.","Nationwide during week 30, 0.6% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-07-30,2018-07-30,2018-08-05,National,X,2018,31,0.64106,0.68859,1620,1246,X,1772,525,454,5617,1708,815725,2018-31,"Objective facts about the Pulic Health and FLU situation:
Influenza A and B were associated with more severe outcomes, although the majority of the population studied was unvaccinated .
It takes about two weeks after vaccination for antibodies to develop in the body that protect against influenza virus infection .
Swine influenza virus infections in humans have been reported in the USA, Canada, Europe, and Asia .
Peramivir was granted an emergency license in Japan and United States for treatment of influenza infections (Hata et al., 2014) .","The proportion of flu patients to the total number of patients in the United States each week is 0.6% as of week 31, based on data from the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet)."
2018-08-06,2018-08-06,2018-08-12,National,X,2018,32,0.706465,0.736093,1727,1334,X,1786,541,476,5864,1670,796639,2018-32,Asthma patients hospitalized with pandemic influenza A(H1N1)pdm09 virus infection are at higher risk of severe outcomes.,"Nationwide during week 32, 0.7% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-08-13,2018-08-13,2018-08-19,National,X,2018,33,0.708668,0.806323,1989,1387,X,2172,516,478,6542,1705,811337,2018-33,"Objective facts about the Pulic Health and FLU situation: 
Influenza infection has a significant impact on young children, their families, and the community, with differences in working patterns and social interactions affecting the spread of the illness. 
Obesity is linked to an increased risk of flu transmission, with a study showing that obese individuals shed the influenza virus for a longer period, increasing the risk of transmission.","During week 33, 0.8% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-08-20,2018-08-20,2018-08-26,National,X,2018,34,0.825743,0.954211,2237,1488,X,2467,602,515,7309,1601,765973,2018-34,"The 2018-19 U.S. trivalent influenza vaccines included an A/Michigan/45/2015 (H1N1)pdm09–like virus, an A/Singapore/INFIMH-16-0019/2016 (H3N2)-like virus, and a B/Colorado/06/2017-like virus.",The proportion of flu patients to the total number of patients in the United States each week is 0.8% as reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) during week 34.
2018-08-27,2018-08-27,2018-09-02,National,X,2018,35,0.864409,0.962249,2447,1637,X,2836,655,542,8117,1661,843545,2018-35,"Objective facts about the Pulic Health and FLU situation:
The 1918 flu pandemic killed 45,000 American soldiers and was a severe infection with influenza in the United States. 
Research has been conducted on influenza virus infection, hemagglutinin stalk-specific antibodies, and the seasonal onset of influenza.","During week 35, 1.0% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI). This percentage is below the national baseline of 2.2%."
2018-09-03,2018-09-03,2018-09-09,National,X,2018,36,1.10114,1.14153,2817,1985,X,3346,767,621,9536,1693,835370,2018-36,The continual threat of influenza virus infections persists in the USA despite annual vaccine production and improvements in public health surveillance and infrastructure.,The proportion of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) due to influenza-like illness (ILI) during week 36 was 1.1%.
2018-09-10,2018-09-10,2018-09-16,National,X,2018,37,1.15244,1.14726,2774,2112,X,3659,829,689,10063,1689,877135,2018-37,Oseltamivir-resistant influenza A(H1N1) virus infections have been reported in the United States.,NA
2018-09-17,2018-09-17,2018-09-23,National,X,2018,38,1.20257,1.31197,3242,2347,X,3950,922,729,11190,1666,852916,2018-38,"Objective facts about the Pulic Health and FLU situation:
Preliminary in-season estimates of influenza burden in the United States for the 2022-23 season are that influenza virus infection resulted in 31 million medical visits, 350,000 hospitalizations, and 20,000 deaths. 
In the United States, influenza accounted for up to 49,000 deaths annually from 1976 to 2006. 
The U.S. Centers for Disease Control and Prevention (CDC) recommends all American 6 months and older get vaccinated each year.",NA
2018-09-24,2018-09-24,2018-09-30,National,X,2018,39,1.25033,1.37701,3471,2464,X,4185,925,669,11714,1694,850685,2018-39,"The 2017-2018 flu season in the United States was severe, with a record number of deaths and illnesses.","During week 39, 1.2% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI)."
2018-10-01,2018-10-01,2018-10-07,National,X,2018,40,1.41846,1.42429,4857,3839,X,6300,1553,1290,17839,2565,1252483,2018-40,The 1918 Influenza Pandemic killed millions worldwide and hundreds of thousands in the United States.,"Objective facts about the situation:
The proportion of outpatient visits for influenza-like illness (ILI) remained low and was 1.4%, which is below the national baseline of 2.2%."
2018-10-08,2018-10-08,2018-10-14,National,X,2018,41,1.40418,1.48151,5307,4026,X,6250,1657,1321,18561,2609,1252846,2018-41,"Influenza infection induces immunity for the remainder of the season, and estimating influenza disease burden from population-based surveillance data is crucial in the United States.","The proportion of outpatient visits for influenza-like illness (ILI) remained low at 1.4%, which is below the national baseline of 2.2%."
2018-10-15,2018-10-15,2018-10-21,National,X,2018,42,1.47401,1.59449,5582,4399,X,6799,1752,1398,19930,2586,1249933,2018-42,"Objective facts about the Pulic Health and FLU situation:
In the United States, influenza infection can cause chronic lung disease, and vaccination rates remain low, especially among heart failure patients.","The proportion of outpatient visits for influenza-like illness (ILI) remained low at 1.5%, which is below the national baseline of 2.2%."
2018-10-22,2018-10-22,2018-10-28,National,X,2018,43,1.64257,1.72683,6242,4617,X,7478,1835,1444,21616,2646,1251776,2018-43,"Objective facts about the Pulic Health and FLU situation:
Health care providers should consider novel influenza virus infections in persons with ILI and swine or poultry exposure, or with severe acute respiratory illness. 
The incidence of symptomatic infection with influenza virus can be estimated from population-based surveillance data in the United States. 
CDC estimates the burden of seasonal flu in the U.S. by considering many seasonal flu-related deaths that occur one or two weeks after a person's initial infection. 
Influenza vaccine effectiveness can be affected by statin use among adults in the United States.","The proportion of outpatient visits for influenza-like illness (ILI) increased slightly to 1.7%, which is below the national baseline of 2.2%."
2018-10-29,2018-10-29,2018-11-04,National,X,2018,44,1.79275,1.84522,6864,4730,X,8285,1825,1450,23154,2633,1254812,2018-44,The influenza virus infection results in a cumulative estimated healthcare burden of 4.3-16.7 million hospitalizations in the United States during the 2010-2011 through 2015-2016 influenza seasons.,"The proportion of outpatient visits for influenza-like illness (ILI) increased slightly to 1.8%, which is below the national baseline of 2.2%."
2018-11-05,2018-11-05,2018-11-11,National,X,2018,45,1.87043,1.93069,7504,4831,X,8448,1840,1450,24073,2645,1246860,2018-45,Serum Amyloid A3 is required for normal lung development and is essential for protecting against H1N1 influenza infection.,"The proportion of outpatient visits for influenza-like illness (ILI) increased slightly to 1.9%, which is below the national baseline of 2.2%."
2018-11-12,2018-11-12,2018-11-18,National,X,2018,46,1.98387,2.09114,7805,5017,X,8050,1995,1480,24347,2631,1164292,2018-46,"Influenza infection can cause mild to severe illness, and serious outcomes can result in hospitalization or death.","The proportion of outpatient visits for inﬂuenza-like illness (ILI) remained at 1.9%, which is below the national baseline of 2.2%."
2018-11-19,2018-11-19,2018-11-25,National,X,2018,47,2.24169,2.41082,8598,5011,X,7193,2111,1699,24612,2586,1020898,2018-47,"Influenza A and B viruses cause seasonal epidemics almost every winter in the United States, resulting in significant morbidity and mortality.","The proportion of outpatient visits for inﬂuenza-like illness (ILI) increased to 2.3%, which is above the national baseline of 2.2%. Five of 10 regions reported ILI at or above their region-speciﬁc baseline level."
2018-11-26,2018-11-26,2018-12-02,National,X,2018,48,2.14883,2.25019,8885,6576,X,8787,2756,2076,29080,2640,1292335,2018-48,"Influenza A virus infection is a significant public health concern, with seasonal influenza causing hundreds of thousands of hospitalizations and tens of thousands of deaths in the United States each year.","The proportion of outpatient visits for inﬂuenza-like illness (ILI) remained at 2.2%, which is at the national baseline of 2.2%."
2018-12-03,2018-12-03,2018-12-09,National,X,2018,49,2.25531,2.30458,8803,5969,X,9269,2454,1861,28356,2633,1230419,2018-49,"Objective facts about the Pulic Health and FLU situation:
Pulmonary influenza infection elicits lung-resident memory B cells that are phenotypically and functionally distinct from their peripheral counterparts. 
Obesity is an independent risk factor for hospitalized patients with 2009 H1N1 influenza in the United States. 
Biological sex affects vaccine efficacy and protection against influenza in mice. 
Over 37% of the adult US population is obese, and seasonal influenza infection remains in the top 10 causes of death in the United States. 
The CDC has a plan to respond to avian influenza A(H7N8) virus outbreaks in the United States. 
Seasonal flu epidemics occur yearly during the colder months and affect the health of New Yorkers each season. 
Asian H7N9 viruses have not been detected in people or birds in the United States.","The proportion of outpatient visits for influenza-like illness (ILI) remained at 2.2%, which is at the national baseline of 2.2%."
2018-12-10,2018-12-10,2018-12-16,National,X,2018,50,2.64571,2.73758,10150,6819,X,11373,2776,1980,33098,2622,1209022,2018-50,The US Hospitalized Adult Influenza Vaccine Effectiveness Network (HAIVEN) is a multiyear test-negative case-control study initiated in 2015–2016 to estimate influenza vaccine effectiveness.,"Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
* The proportion of outpatient visits for inﬂuenza-like illness (ILI) increased to 2.7%, which is above the national baseline of 2.2%. 
* Eight of 10 regions reported ILI at or above their region-speciﬁc baseline level. 
* The percentage of outpatient visits for ILI ranged from 1.1% to 3.9% during week 50."
2018-12-17,2018-12-17,2018-12-23,National,X,2018,51,3.14075,3.24643,11507,8119,X,12811,3320,2479,38236,2571,1177786,2018-51,"Every year, influenza infection places a substantial burden on healthcare services worldwide, and the US Centers for Disease Control and Prevention estimated that .","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
The proportion of outpatient visits for influenza-like illness (ILI) increased to 3.3%, which is above the national baseline of 2.2%. Nine of 10 regions reported ILI at or above their region-specific baseline level."
2018-12-24,2018-12-24,2018-12-30,National,X,2018,52,3.97127,4.19267,13586,10315,X,12026,4454,3523,43904,2545,1047161,2018-52,"Influenza viruses are among the most common causes of human respiratory infection, causing high morbidity and mortality in the United States.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
The proportion of outpatient visits for influenza-like illness (ILI) increased to 4.1%, which is above the national baseline of 2.2%."
2018-12-31,2018-12-31,2019-01-06,National,X,2019,1,3.46125,3.63499,11675,11402,X,9557,5200,4260,42094,2609,1158023,2019-1,Influenza is a contagious viral respiratory infection that typically occurs as an epidemic during the winter months in the northern hemisphere.,"The proportion of outpatient visits for influenza-like illness (ILI) decreased from 4.0% to 3.5%, but remains above the national baseline of 2.2%."
2019-01-07,2019-01-07,2019-01-13,National,X,2019,2,3.07707,3.14077,9344,10401,X,10744,4820,3443,38752,2629,1233836,2019-2,Influenza infection increases nose/throat carriage of Streptococcus pneumoniae in adults in the US.,"The proportion of outpatient visits for influenza-like illness (ILI) decreased from 3.5% to 3.1%, but remains above the national baseline of 2.2%."
2019-01-14,2019-01-14,2019-01-20,National,X,2019,3,3.32915,3.36551,9668,10024,X,14248,4226,2943,41109,2633,1221478,2019-3,The 1918 H1N1 pandemic was not tracked by any state or federal public health agency prior to the pandemic.,"The proportion of outpatient visits for influenza-like illness (ILI) increased to 3.3%, which is above the national baseline of 2.2%."
2019-01-21,2019-01-21,2019-01-27,National,X,2019,4,3.81999,3.89305,10728,11164,X,16925,4443,2853,46113,2614,1184495,2019-4,Influenza A(H1N1) virus illness is a significant concern among pregnant women in the United States.,"The proportion of outpatient visits for inﬂuenza-like illness (ILI) increased to 3.8%, which is above the national baseline of 2.2%."
2019-01-28,2019-01-28,2019-02-03,National,X,2019,5,4.3419,4.5253,11606,13032,X,22188,5110,3251,55187,2639,1219521,2019-5,The 2009 pandemic saw a significant increase in influenza-like illness in the United States.,"Objective facts about the proportion of flu patients to the total number of patients in the United States each week:
- The proportion of outpatient visits for influenza-like illness (ILI) increased to 4.3%, which is above the national baseline of 2.2%."
2019-02-04,2019-02-04,2019-02-10,National,X,2019,6,4.88288,5.21525,13828,15708,X,29688,6134,4084,69442,2644,1331519,2019-6,"The Centers for Disease Control and Prevention (CDC) recommends vaccination against hepatitis A for certain populations at increased risk, including the civilian population of the United States.","The proportion of outpatient visits for inﬂuenza-like illness (ILI) increased to 4.8%, which is above the national baseline of 2.2%. All 10 regions reported ILI at or above their region-speciﬁc baseline level."
2019-02-11,2019-02-11,2019-02-17,National,X,2019,7,5.04211,5.43173,14224,15928,X,29223,6329,4274,69978,2628,1288318,2019-7,"Objective facts about the Pulic Health and FLU situation:
From October 1, 2018 to February 2, 2019, CDC estimates that influenza virus infection has caused 13,200,000–15,200,000 symptomatic illnesses, 6,170,000–7,520,000 influenza-related medical visits, and 69,300–83,500 influenza-related hospitalizations in the United States.","Objective Facts**

* The proportion of outpatient visits for influenza-like illness (ILI) increased to 5.1%, which is above the national baseline of 2.2%. 
* All 10 regions reported a percentage of outpatient visits for ILI at or above their region-specific baseline. 
* New York City and 30 states experienced high ILI activity, while the District of Columbia and 11 states experienced moderate ILI activity. 

**"
2019-02-18,2019-02-18,2019-02-24,National,X,2019,8,4.88596,5.2776,13612,15684,X,26456,6115,4478,66345,2623,1257106,2019-8,"Objective facts about the Pulic Health and FLU situation:
In the United States, the flu season typically runs from October to March, with 5% to 20% of the population getting the flu every year. 
In 2017, there were 860 laboratory confirmed cases of H5N1 influenza virus infection. 
Estimated influenza disease burden in the United States from 2010-11 to 2017-18 influenza seasons is available on the CDC website.","The proportion of outpatient visits for inﬂuenza-like illness (ILI) remained at 5.0%, which is above the national baseline of 2.2%."
2019-02-25,2019-02-25,2019-03-03,National,X,2019,9,4.5499,4.59585,11622,13833,X,23450,5699,4131,58735,2634,1278001,2019-9,"Influenza infections are a significant public health concern, with 50,000 deaths annually in the United States.","The proportion of outpatient visits for inﬂuenza-like illness (ILI) decreased slightly to 4.7%, which is above the national baseline of 2.2%."
2019-03-04,2019-03-04,2019-03-10,National,X,2019,10,4.38001,4.40341,11146,13058,X,21736,5356,4052,55348,2614,1256934,2019-10,Seasonal influenza A and B virus epidemics are associated with significant morbidity and mortality each year in the United States and worldwide.,"Objective facts**

* The proportion of outpatient visits for influenza-like illness (ILI) decreased slightly to 4.5%, which is above the national baseline of 2.2%. 
* All 10 regions reported a percentage of outpatient visits for ILI at or above their region-specific baseline. 
* 30 states experienced high ILI activity, 11 states experienced moderate ILI activity, and 5 states experienced low ILI activity. 

**"
2019-03-11,2019-03-11,2019-03-17,National,X,2019,11,4.2288,4.13279,10975,12570,X,20065,5347,4176,53133,2622,1285646,2019-11,"Influenza virus infection can cause a wide range of complications that can result in severe disease, especially in certain people who are at increased risk.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:**

* The proportion of outpatient visits for inﬂuenza-like illness (ILI) remained at 4.4%, which is above the national baseline of 2.2%. 
* All 10 regions reported a percentage of outpatient visits for ILI at or above their region-speciﬁc baseline. 

**"
2019-03-18,2019-03-18,2019-03-24,National,X,2019,12,3.68449,3.56166,9559,10484,X,16537,4431,3775,44786,2596,1257449,2019-12,"Objective facts about the Pulic Health and FLU situation:
Mumps is a nationally notifiable disease in the United States, and all cases should be reported to the CDC. 
Avian influenza A (H9N2) virus infections have been recorded in the United States since 1966. 
Influenza virus targets epithelial cells in the upper respiratory tract. 
Antibodies serve as critical barriers to viral infection, including influenza and filoviruses. 
Influenza surveillance reports are issued weekly by the Minnesota Department of Health.","The proportion of outpatient visits for inﬂuenza-like illness (ILI) decreased to 3.8%, and remains above the national baseline of 2.2%."
2019-03-25,2019-03-25,2019-03-31,National,X,2019,13,3.08744,3.05634,8621,8631,X,13608,3801,3183,37844,2587,1238213,2019-13,"The Spanish Influenza Pandemic, which occurred 100 years ago, imposed a significant healthcare burden, but the general understanding of it was unclear at the time.","The proportion of outpatient visits for influenza-like illness (ILI) decreased to 3.2%, and remains above the national baseline of 2.2%."
2019-04-01,2019-04-01,2019-04-07,National,X,2019,14,2.69971,2.68251,7591,7486,X,11757,3271,2800,32905,2597,1226648,2019-14,"Objective facts about the Pulic Health and FLU situation:
Influenza virus infection causes 3-5 million cases and 250,000 to 640,000 deaths annually . In the United States, flu infections tend to be rare during late spring to early fall .","The proportion of outpatient visits for inﬂuenza-like illness (ILI) decreased to 2.8%, and remains above the national baseline of 2.2%."
2019-04-08,2019-04-08,2019-04-14,National,X,2019,15,2.28549,2.26747,6739,6198,X,9988,2561,2317,27803,2542,1226170,2019-15,The annual burden of occupationally-acquired influenza infections in hospitals and emergency departments in the United States is significant.,"The proportion of outpatient visits for influenza-like illness (ILI) decreased to 2.4%, but remains above the national baseline of 2.2%."
2019-04-15,2019-04-15,2019-04-21,National,X,2019,16,2.01443,1.96931,6319,4930,X,7894,2105,1874,23122,2517,1174114,2019-16,"In the United States, the majority of variant flu virus infections occur, and about 10-20% of people experience influenza infection every year, with over 200,000 hospitalizations per year.","Objective facts about the proportion of flu patients to the total number of patients in the United States each week:**
The proportion of outpatient visits for influenza-like illness (ILI) decreased to 2.1%, which is below the national baseline of 2.2%. 

**"
2019-04-22,2019-04-22,2019-04-28,National,X,2019,17,1.7141,1.72372,5689,4545,X,6617,1997,1735,20583,2490,1194101,2019-17,"Influenza A (H3N2) variant virus infection was reported in Michigan, USA on August 4, 2016.","The proportion of outpatient visits for influenza-like illness (ILI) decreased to 1.8%, which is below the national baseline of 2.2%."
2019-04-29,2019-04-29,2019-05-05,National,X,2019,18,1.56927,1.57693,5362,4080,X,6203,1666,1537,18848,2459,1195232,2019-18,"Influenza B is associated with pediatric acute respiratory infection, and viral nucleic acids can be extracted from patient samples using QIA Viral RNA Minikit.","The percentage of outpatient visits for inﬂuenza-like illness (ILI) decreased to 1.6%, which is below the national baseline of 2.2%."
2019-05-06,2019-05-06,2019-05-12,National,X,2019,19,1.49991,1.46086,4785,3572,X,5903,1479,1357,17096,2415,1170273,2019-19,"In 2003, methicillin-resistant Staphylococcus aureus (MRSA) emerged in the United States as a major co-infecting bacterial organism in children with influenza.","The proportion of outpatient visits for inﬂuenza-like illness (ILI) decreased to 1.5%, which is below the national baseline of 2.2%."
2019-05-13,2019-05-13,2019-05-19,National,X,2019,20,1.50211,1.50759,4614,3458,X,5488,1433,1356,16349,2302,1084443,2019-20,"Objective facts about the Pulic Health and FLU situation:
Influenza vaccines provided moderate protection against any influenza among outpatients but were less protective against influenza A(H3N2) in the 2016-2017 season. 
Low ambient humidity impairs barrier function and innate resistance against influenza infection and disease outcomes in the dry winter season. 
Analysis of geographic location and pathways for influenza A virus infection of commercial upland game bird and conventional poultry farms in the United States has been conducted.","Objective facts about the situation:
The proportion of outpatient visits for influenza-like illness (ILI) remained at 1.5%, which is below the national baseline of 2.2%. All regions reported ILI below their region-specific baseline level."
2019-05-20,2019-05-20,2019-05-26,National,X,2019,21,1.42357,1.40452,4597,3211,X,5227,1345,1367,15747,2205,1121166,2019-21,"Objective facts about the Pulic Health and FLU situation: 
Annual influenza vaccination is currently recommended in the United States for all individuals 6 months of age and older. 
Flu activity is widespread across most of the United States.","Nationwide during week 21, 1.5% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI)."
2019-05-27,2019-05-27,2019-06-02,National,X,2019,22,1.39457,1.40617,4437,3094,X,4659,1279,1301,14770,2179,1050372,2019-22,Low ambient humidity can impair barrier function and innate resistance against influenza virus infection.,"The proportion of patient visits due to influenza-like illness (ILI) reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) was 1.4% during week 22, which is below the national baseline of 2.2%."
2019-06-03,2019-06-03,2019-06-09,National,X,2019,23,1.21776,1.23921,3930,2948,X,4110,1240,1205,13433,2235,1083994,2019-23,"The novel correlates of protection against pandemic H1N1 influenza A were studied, and it was found that the preexisting antibody response was probably induced by repeated natural infections.","The proportion of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) due to influenza-like illness (ILI) was 1.3% during week 23, which is below the national baseline of 2.2%."
2019-06-10,2019-06-10,2019-06-16,National,X,2019,24,1.11351,1.10622,3350,2606,X,3607,1007,1048,11618,2139,1050239,2019-24,Annual seasonal influenza epidemics result in significant morbidity and mortality in the United States and worldwide.,"During week 24, 1.1% of patient visits reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) were due to influenza-like illness (ILI)."
2019-06-17,2019-06-17,2019-06-23,National,X,2019,25,0.992293,1.01351,3046,2424,X,3282,998,928,10678,2141,1053569,2019-25,"During the 2018-19 influenza season, CDC estimated that influenza virus infection caused 37.4 million-42.9 million symptomatic illnesses in the United States.","The proportion of patient visits due to influenza-like illness (ILI) reported through the U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet) was 1.0% during week 25, which is below the national baseline of 2.2%."
