MapDate,AreaOfInterest,OT,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,start_date,end_date,search_fact,report_fact
20070821,Total,41.16,58.84,40.81,27.83,10.45,2.39,2007-08-21,2007-08-27,1,2007-08-21,2007-08-21,2007-08-27,"The National Centers for Environmental Information (NCEI) provides historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S.; The average precipitation in the contiguous United States was above normal in August 2007, with heavy precipitation in the South.","August 2007 was characterized by a contrast in extreme weather, with very hot and dry conditions in the Southeast U.S. and dry weather persisting across the northern Great Lakes and much of the West.; The summer of 2007 was drier than average for the nation as a whole, with rainfall below average in the Southeast, mid-Atlantic, and Ohio Valley as well as the northern Plains and Northern Rockies."
20070814,Total,40.69,59.31,40.33,27.47,8.37,1.95,2007-08-14,2007-08-20,1,2007-08-14,2007-08-14,2007-08-20,"The average precipitation in the contiguous United States was above normal in August 2007, with heavy precipitation in the South.; July 2007 was the 15th warmest July on record for the U.S., and July precipitation was near average for the contiguous U.S.","August 2007 was characterized by a contrast in extreme weather, with very hot and dry conditions in the Southeast U.S. and dry weather persisting across the northern Great Lakes and much of the West.; The summer of 2007 was drier than average for the nation as a whole, with rainfall below average in the Southeast, mid-Atlantic, and Ohio Valley as well as the northern Plains and Northern Rockies."
20070807,Total,39.89,60.11,39.31,25.09,6.97,1.28,2007-08-07,2007-08-13,1,2007-08-07,2007-08-07,2007-08-13,"July 2007 was the 15th warmest July on record for the U.S., and July precipitation was near average for the contiguous U.S.; The contiguous United States experiences scarce rainfall most of the year, especially in regions like the Eastern Sierra.","August 2007 was characterized by a contrast in extreme weather, with very hot and dry conditions in the Southeast U.S. and dry weather persisting across the northern Great Lakes and much of the West.; The summer of 2007 was drier than average for the nation as a whole, with rainfall below average in the Southeast, mid-Atlantic, and Ohio Valley as well as the northern Plains and Northern Rockies."
20070731,Total,41.65,58.35,38.63,24.03,5.66,0.55,2007-07-31,2007-08-06,1,2007-07-31,2007-07-31,2007-08-06,"The contiguous United States experiences scarce rainfall most of the year, especially in regions like the Eastern Sierra.; The contiguous United States experienced heavy rainfall in June and July 2007, leading to flash floods that destroyed hundreds of homes.","The Southeast experienced extreme to exceptional drought, with Tennessee having the driest January-July in 113 years, Alabama second driest, and Georgia fourth driest.; August 2007 was characterized by a contrast in extreme weather, with very hot and dry conditions in the Southeast U.S. and dry weather persisting across the northern Great Lakes and much of the West.; The contiguous U.S. experienced its 46th wettest July in the 1895-2007 record, with an average of 2.85 inches (72.39 mm) of precipitation, which was 0.09 inches (2.26 mm) above the 20th century mean.; The summer of 2007 was drier than average for the nation as a whole, with rainfall below average in the Southeast, mid-Atlantic, and Ohio Valley as well as the northern Plains and Northern Rockies."
20070724,Total,42.98,57.02,36.65,20.85,5.28,0.33,2007-07-24,2007-07-30,1,2007-07-24,2007-07-24,2007-07-30,"The contiguous United States experienced heavy rainfall in June and July 2007, leading to flash floods that destroyed hundreds of homes.; Objective facts about the Monthly Contiguous U.S. Precipitation situation: 
A conterminous United States multilayer soil characteristics dataset is available for regional climate and hydrology modeling.","The Southeast experienced extreme to exceptional drought, with Tennessee having the driest January-July in 113 years, Alabama second driest, and Georgia fourth driest.; The contiguous U.S. experienced its 46th wettest July in the 1895-2007 record, with an average of 2.85 inches (72.39 mm) of precipitation, which was 0.09 inches (2.26 mm) above the 20th century mean."
20070717,Total,45.56,54.44,35.47,16.51,5.28,0.43,2007-07-17,2007-07-23,1,2007-07-17,2007-07-17,2007-07-23,"Objective facts about the Monthly Contiguous U.S. Precipitation situation: 
A conterminous United States multilayer soil characteristics dataset is available for regional climate and hydrology modeling.; The contiguous United States has a varied climate, with influences from the North American monsoon system on summer precipitation.","The Southeast experienced extreme to exceptional drought, with Tennessee having the driest January-July in 113 years, Alabama second driest, and Georgia fourth driest.; The contiguous U.S. experienced its 46th wettest July in the 1895-2007 record, with an average of 2.85 inches (72.39 mm) of precipitation, which was 0.09 inches (2.26 mm) above the 20th century mean."
20070710,Total,46.39,53.61,32.88,16.23,5.29,0.43,2007-07-10,2007-07-16,1,2007-07-10,2007-07-10,2007-07-16,"The contiguous United States has a varied climate, with influences from the North American monsoon system on summer precipitation.; The contiguous United States experienced its 15th warmest July since records began in 1895, with a monthly mean temperature 1.4°F (0.8°C) above the 20th century average.","The Southeast experienced extreme to exceptional drought, with Tennessee having the driest January-July in 113 years, Alabama second driest, and Georgia fourth driest.; The contiguous U.S. experienced its 46th wettest July in the 1895-2007 record, with an average of 2.85 inches (72.39 mm) of precipitation, which was 0.09 inches (2.26 mm) above the 20th century mean."
20070703,Total,49.21,50.79,28.96,15.49,5.92,0.64,2007-07-03,2007-07-09,1,2007-07-03,2007-07-03,2007-07-09,"The contiguous United States experienced its 15th warmest July since records began in 1895, with a monthly mean temperature 1.4°F (0.8°C) above the 20th century average.; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","The Southeast experienced extreme to exceptional drought, with Tennessee having the driest January-July in 113 years, Alabama second driest, and Georgia fourth driest.; The contiguous U.S. experienced its 46th wettest July in the 1895-2007 record, with an average of 2.85 inches (72.39 mm) of precipitation, which was 0.09 inches (2.26 mm) above the 20th century mean."
20070626,Total,49.42,50.58,28.8,15.96,6.15,0.77,2007-06-26,2007-07-02,1,2007-06-26,2007-06-26,2007-07-02,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; The contiguous U.S. experienced heavy rainfall on June 17-18, 2007, leading to flooding and 5 fatalities in northern Texas.","Eight of nine climate regions in the contiguous U.S. were drier than average in June, and seven of nine were warmer than average.; The Southeast experienced extreme to exceptional drought, with Tennessee having the driest January-July in 113 years, Alabama second driest, and Georgia fourth driest.; The contiguous U.S. experienced a wetter-than-average January-June period, with four of the first six months being wetter or much wetter than average in Texas, Oklahoma, and Kansas.; The contiguous U.S. experienced its 46th wettest July in the 1895-2007 record, with an average of 2.85 inches (72.39 mm) of precipitation, which was 0.09 inches (2.26 mm) above the 20th century mean."
20070619,Total,50.37,49.63,28.58,15.94,6.3,1.0,2007-06-19,2007-06-25,1,2007-06-19,2007-06-19,2007-06-25,"The contiguous U.S. experienced heavy rainfall on June 17-18, 2007, leading to flooding and 5 fatalities in northern Texas.; More than 55 percent of the contiguous United States had below average precipitation in 2007.","Eight of nine climate regions in the contiguous U.S. were drier than average in June, and seven of nine were warmer than average.; The contiguous U.S. experienced a wetter-than-average January-June period, with four of the first six months being wetter or much wetter than average in Texas, Oklahoma, and Kansas."
20070612,Total,52.01,47.99,28.11,15.3,5.4,0.74,2007-06-12,2007-06-18,1,2007-06-12,2007-06-12,2007-06-18,"More than 55 percent of the contiguous United States had below average precipitation in 2007.; For the contiguous United States, the first half of June 2007 was wetter than normal, with widespread precipitation in the Deep South.","Eight of nine climate regions in the contiguous U.S. were drier than average in June, and seven of nine were warmer than average.; The contiguous U.S. experienced a wetter-than-average January-June period, with four of the first six months being wetter or much wetter than average in Texas, Oklahoma, and Kansas."
20070605,Total,50.41,49.59,28.29,14.16,5.41,0.31,2007-06-05,2007-06-11,1,2007-06-05,2007-06-05,2007-06-11,"For the contiguous United States, the first half of June 2007 was wetter than normal, with widespread precipitation in the Deep South.; The Continental U.S. has regional precipitation quantile values computed from L-Moments","Eight of nine climate regions in the contiguous U.S. were drier than average in June, and seven of nine were warmer than average.; The contiguous U.S. experienced a wetter-than-average January-June period, with four of the first six months being wetter or much wetter than average in Texas, Oklahoma, and Kansas."
20070529,Total,51.1,48.9,28.34,14.76,5.76,0.0,2007-05-29,2007-06-04,1,2007-05-29,2007-05-29,2007-06-04,"The Continental U.S. has regional precipitation quantile values computed from L-Moments; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","The Southeast region experienced extreme dryness, with the last 6 months being persistently dry, and several states having the driest December-May or March-May in their 113-year record.; Eight of nine climate regions in the contiguous U.S. were drier than average in June, and seven of nine were warmer than average.; The average precipitation for the contiguous U.S. in May was 2.65 in (67.31 mm), which was 0.22 in (5.67 mm) below the 20th century mean and the 42nd driest on record.; The contiguous U.S. experienced a wetter-than-average January-June period, with four of the first six months being wetter or much wetter than average in Texas, Oklahoma, and Kansas."
20070522,Total,52.34,47.66,28.31,14.52,5.56,0.0,2007-05-22,2007-05-28,1,2007-05-22,2007-05-22,2007-05-28,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; The contiguous 48 states of the USA have a varying range of annual rainfall, with Mobile, Alabama, receiving more than 5 feet of rainfall annually, making it the rainiest city in the contiguous 48 states.","The Southeast region experienced extreme dryness, with the last 6 months being persistently dry, and several states having the driest December-May or March-May in their 113-year record.; The average precipitation for the contiguous U.S. in May was 2.65 in (67.31 mm), which was 0.22 in (5.67 mm) below the 20th century mean and the 42nd driest on record."
20070515,Total,52.6,47.4,27.44,13.38,4.59,0.0,2007-05-15,2007-05-21,1,2007-05-15,2007-05-15,2007-05-21,"The contiguous 48 states of the USA have a varying range of annual rainfall, with Mobile, Alabama, receiving more than 5 feet of rainfall annually, making it the rainiest city in the contiguous 48 states.; The average precipitation for the contiguous U.S. for spring 2007 was notable, with extreme drought conditions across the United States.","The Southeast region experienced extreme dryness, with the last 6 months being persistently dry, and several states having the driest December-May or March-May in their 113-year record.; The average precipitation for the contiguous U.S. in May was 2.65 in (67.31 mm), which was 0.22 in (5.67 mm) below the 20th century mean and the 42nd driest on record."
20070508,Total,54.45,45.55,26.41,12.17,4.28,0.0,2007-05-08,2007-05-14,1,2007-05-08,2007-05-08,2007-05-14,"The average precipitation for the contiguous U.S. for spring 2007 was notable, with extreme drought conditions across the United States.; The contiguous United States receives an average annual precipitation of 30-40 inches, with a significant portion of it recharging groundwater.","The Southeast region experienced extreme dryness, with the last 6 months being persistently dry, and several states having the driest December-May or March-May in their 113-year record.; The average precipitation for the contiguous U.S. in May was 2.65 in (67.31 mm), which was 0.22 in (5.67 mm) below the 20th century mean and the 42nd driest on record."
20070501,Total,53.61,46.39,27.16,12.43,3.95,0.0,2007-05-01,2007-05-07,1,2007-05-01,2007-05-01,2007-05-07,"The contiguous United States receives an average annual precipitation of 30-40 inches, with a significant portion of it recharging groundwater.; Annual precipitation in Florida from 1950-2013 shows a trend, with projected increases in dry days and changes in precipitation patterns.","The Southeast region experienced extreme dryness, with the last 6 months being persistently dry, and several states having the driest December-May or March-May in their 113-year record.; The average precipitation for the contiguous U.S. in May was 2.65 in (67.31 mm), which was 0.22 in (5.67 mm) below the 20th century mean and the 42nd driest on record."
20070424,Total,53.63,46.37,26.49,11.59,3.38,0.0,2007-04-24,2007-04-30,1,2007-04-24,2007-04-24,2007-04-30,"Annual precipitation in Florida from 1950-2013 shows a trend, with projected increases in dry days and changes in precipitation patterns.; Objective facts about the Monthly Contiguous U.S. Precipitation situation: 
NA","At the end of April, drought and abnormal dryness covered a broad area from the Southwest to the upper Midwest, and another area in the Southeast. Soil moisture was low in the Southwest, Southeast, and upper Midwest.; The contiguous U.S. as a whole was drier than average in April, with abnormally dry conditions widespread throughout the Southeast and Pacific Northwest, while much wetter than average conditions stretched along the Eastern Seaboard from Maine to New Jersey."
20070417,Total,53.97,46.03,26.25,11.1,2.88,0.0,2007-04-17,2007-04-23,1,2007-04-17,2007-04-17,2007-04-23,"Objective facts about the Monthly Contiguous U.S. Precipitation situation: 
NA; The American West experienced severe multidecadal droughts from 900 A.D. to 1400 A.D. with only brief respite, amounting to a more arid climate during that period.","At the end of April, drought and abnormal dryness covered a broad area from the Southwest to the upper Midwest, and another area in the Southeast. Soil moisture was low in the Southwest, Southeast, and upper Midwest.; The contiguous U.S. as a whole was drier than average in April, with abnormally dry conditions widespread throughout the Southeast and Pacific Northwest, while much wetter than average conditions stretched along the Eastern Seaboard from Maine to New Jersey."
20070410,Total,51.67,48.33,26.59,9.39,2.51,0.0,2007-04-10,2007-04-16,1,2007-04-10,2007-04-10,2007-04-16,"The American West experienced severe multidecadal droughts from 900 A.D. to 1400 A.D. with only brief respite, amounting to a more arid climate during that period.; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","At the end of April, drought and abnormal dryness covered a broad area from the Southwest to the upper Midwest, and another area in the Southeast. Soil moisture was low in the Southwest, Southeast, and upper Midwest.; The contiguous U.S. as a whole was drier than average in April, with abnormally dry conditions widespread throughout the Southeast and Pacific Northwest, while much wetter than average conditions stretched along the Eastern Seaboard from Maine to New Jersey."
20070403,Total,52.11,47.89,25.59,8.74,2.54,0.0,2007-04-03,2007-04-09,1,2007-04-03,2007-04-03,2007-04-09,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; April 2007 was the 30th driest nationally in the 1895-2007 record, with an average of 2.09 inches (53 mm) of precipitation over the contiguous U.S.","At the end of April, drought and abnormal dryness covered a broad area from the Southwest to the upper Midwest, and another area in the Southeast. Soil moisture was low in the Southwest, Southeast, and upper Midwest.; The contiguous U.S. as a whole was drier than average in April, with abnormally dry conditions widespread throughout the Southeast and Pacific Northwest, while much wetter than average conditions stretched along the Eastern Seaboard from Maine to New Jersey."
20070327,Total,47.19,52.81,27.57,11.71,3.91,0.0,2007-03-27,2007-04-02,1,2007-03-27,2007-03-27,2007-04-02,"April 2007 was the 30th driest nationally in the 1895-2007 record, with an average of 2.09 inches (53 mm) of precipitation over the contiguous U.S.; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","At the end of March, extreme drought was concentrated in the Southwest, southern Texas, the western High Plains, northern Minnesota, and the Tennessee Valley.; At the end of April, drought and abnormal dryness covered a broad area from the Southwest to the upper Midwest, and another area in the Southeast. Soil moisture was low in the Southwest, Southeast, and upper Midwest.; March precipitation was the 35th driest nationally in the 1895-2007 record, with an average of 2.17 inches (55 mm) falling over the contiguous U.S. in March, 0.23 inches (6 mm) below the 20th century mean. The January - March precipitation was the 24th driest, with a total of 5.87 inches (149 mm) of precipitation.; The contiguous U.S. as a whole was drier than average in April, with abnormally dry conditions widespread throughout the Southeast and Pacific Northwest, while much wetter than average conditions stretched along the Eastern Seaboard from Maine to New Jersey."
20070320,Total,50.78,49.22,22.53,11.14,4.5,0.15,2007-03-20,2007-03-26,1,2007-03-20,2007-03-20,2007-03-26,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; The contiguous United States shows trends derived from in situ soil moisture and drought data.","At the end of March, extreme drought was concentrated in the Southwest, southern Texas, the western High Plains, northern Minnesota, and the Tennessee Valley.; March precipitation was the 35th driest nationally in the 1895-2007 record, with an average of 2.17 inches (55 mm) falling over the contiguous U.S. in March, 0.23 inches (6 mm) below the 20th century mean. The January - March precipitation was the 24th driest, with a total of 5.87 inches (149 mm) of precipitation."
20070313,Total,51.73,48.27,22.11,10.97,4.57,0.15,2007-03-13,2007-03-19,1,2007-03-13,2007-03-13,2007-03-19,"The contiguous United States shows trends derived from in situ soil moisture and drought data.; The average precipitation in March 2007 over the contiguous U.S. was 2.17 inches (55 mm), making it the 35th driest nationally in the 1895-2007 record.","At the end of March, extreme drought was concentrated in the Southwest, southern Texas, the western High Plains, northern Minnesota, and the Tennessee Valley.; March precipitation was the 35th driest nationally in the 1895-2007 record, with an average of 2.17 inches (55 mm) falling over the contiguous U.S. in March, 0.23 inches (6 mm) below the 20th century mean. The January - March precipitation was the 24th driest, with a total of 5.87 inches (149 mm) of precipitation."
20070306,Total,58.49,41.51,19.69,10.12,3.23,0.15,2007-03-06,2007-03-12,1,2007-03-06,2007-03-06,2007-03-12,"The average precipitation in March 2007 over the contiguous U.S. was 2.17 inches (55 mm), making it the 35th driest nationally in the 1895-2007 record.; Variations in temperature and precipitation conditions in the contiguous U.S. have led to the development of alpine glaciation in the past.","At the end of March, extreme drought was concentrated in the Southwest, southern Texas, the western High Plains, northern Minnesota, and the Tennessee Valley.; March precipitation was the 35th driest nationally in the 1895-2007 record, with an average of 2.17 inches (55 mm) falling over the contiguous U.S. in March, 0.23 inches (6 mm) below the 20th century mean. The January - March precipitation was the 24th driest, with a total of 5.87 inches (149 mm) of precipitation."
20070227,Total,57.65,42.35,21.09,11.16,3.86,0.15,2007-02-27,2007-03-05,1,2007-02-27,2007-02-27,2007-03-05,Variations in temperature and precipitation conditions in the contiguous U.S. have led to the development of alpine glaciation in the past.; The contiguous United States has various climate zones defined using cluster analysis.,"At the end of February, drought and abnormal dryness covered a broad area from central and southern California through the northwestern Plains into the upper Midwest, with extreme hydrologic drought in Texas, Wyoming, and northern Minnesota. Soil moisture was low in southern California and the upper Midwest.; At the end of March, extreme drought was concentrated in the Southwest, southern Texas, the western High Plains, northern Minnesota, and the Tennessee Valley.; The contiguous U.S. experienced its 16th driest February in the 1895-2007 record, with an average of 1.56 inches (40 mm) of precipitation, 0.46 inches (12 mm) below the 20th century mean.; March precipitation was the 35th driest nationally in the 1895-2007 record, with an average of 2.17 inches (55 mm) falling over the contiguous U.S. in March, 0.23 inches (6 mm) below the 20th century mean. The January - March precipitation was the 24th driest, with a total of 5.87 inches (149 mm) of precipitation."
20070220,Total,54.99,45.01,22.63,12.13,4.51,0.15,2007-02-20,2007-02-26,1,2007-02-20,2007-02-20,2007-02-26,"The contiguous United States has various climate zones defined using cluster analysis.; The continental United States has a high station density for weather observations, which can provide valuable data for precipitation analysis.","At the end of February, drought and abnormal dryness covered a broad area from central and southern California through the northwestern Plains into the upper Midwest, with extreme hydrologic drought in Texas, Wyoming, and northern Minnesota. Soil moisture was low in southern California and the upper Midwest.; The contiguous U.S. experienced its 16th driest February in the 1895-2007 record, with an average of 1.56 inches (40 mm) of precipitation, 0.46 inches (12 mm) below the 20th century mean."
20070213,Total,56.7,43.3,21.85,12.24,4.69,0.19,2007-02-13,2007-02-19,1,2007-02-13,2007-02-13,2007-02-19,"The continental United States has a high station density for weather observations, which can provide valuable data for precipitation analysis.; February 2007 was the 16th driest nationally in the 1895-2007 record, with an average of 1.56 inches (40 mm) of precipitation over the contiguous U.S.","At the end of February, drought and abnormal dryness covered a broad area from central and southern California through the northwestern Plains into the upper Midwest, with extreme hydrologic drought in Texas, Wyoming, and northern Minnesota. Soil moisture was low in southern California and the upper Midwest.; The contiguous U.S. experienced its 16th driest February in the 1895-2007 record, with an average of 1.56 inches (40 mm) of precipitation, 0.46 inches (12 mm) below the 20th century mean."
20070206,Total,56.98,43.02,21.08,11.8,4.45,0.18,2007-02-06,2007-02-12,1,2007-02-06,2007-02-06,2007-02-12,"February 2007 was the 16th driest nationally in the 1895-2007 record, with an average of 1.56 inches (40 mm) of precipitation over the contiguous U.S.; The Sonoran Desert has a virtually frost-free climate, and summer rainfall comes from tropical sources.","At the end of February, drought and abnormal dryness covered a broad area from central and southern California through the northwestern Plains into the upper Midwest, with extreme hydrologic drought in Texas, Wyoming, and northern Minnesota. Soil moisture was low in southern California and the upper Midwest.; The contiguous U.S. experienced its 16th driest February in the 1895-2007 record, with an average of 1.56 inches (40 mm) of precipitation, 0.46 inches (12 mm) below the 20th century mean."
20070130,Total,59.29,40.71,21.39,11.47,4.45,0.18,2007-01-30,2007-02-05,1,2007-01-30,2007-01-30,2007-02-05,"The Sonoran Desert has a virtually frost-free climate, and summer rainfall comes from tropical sources.; The contiguous United States receives an average of 12.9 inches (327 mm) of precipitation annually, with 66% of it coming as rain in the summer.","The drought areas in January 2007 had low soil moisture, fair vegetative health, and low streamflow.; At the end of February, drought and abnormal dryness covered a broad area from central and southern California through the northwestern Plains into the upper Midwest, with extreme hydrologic drought in Texas, Wyoming, and northern Minnesota. Soil moisture was low in southern California and the upper Midwest.; January 2007 had near-average precipitation nationally, ranking as the 47th driest January in the 1895-2007 record. An average of 2.07 inches (53 mm) fell over the contiguous U.S. in January, 0.15 inches (4 mm) below the 20th century mean for the month.; The contiguous U.S. experienced its 16th driest February in the 1895-2007 record, with an average of 1.56 inches (40 mm) of precipitation, 0.46 inches (12 mm) below the 20th century mean."
20070123,Total,60.63,39.37,20.87,11.16,4.43,0.18,2007-01-23,2007-01-29,1,2007-01-23,2007-01-23,2007-01-29,"The contiguous United States receives an average of 12.9 inches (327 mm) of precipitation annually, with 66% of it coming as rain in the summer.; The Continental Divide is a significant geographical feature that affects precipitation patterns in the United States.","The drought areas in January 2007 had low soil moisture, fair vegetative health, and low streamflow.; January 2007 had near-average precipitation nationally, ranking as the 47th driest January in the 1895-2007 record. An average of 2.07 inches (53 mm) fell over the contiguous U.S. in January, 0.15 inches (4 mm) below the 20th century mean for the month."
20070116,Total,57.58,42.42,20.86,10.91,5.02,0.26,2007-01-16,2007-01-22,1,2007-01-16,2007-01-16,2007-01-22,"The Continental Divide is a significant geographical feature that affects precipitation patterns in the United States.; The contiguous United States experiences varying precipitation patterns, with maxima found over continental regions.","The drought areas in January 2007 had low soil moisture, fair vegetative health, and low streamflow.; January 2007 had near-average precipitation nationally, ranking as the 47th driest January in the 1895-2007 record. An average of 2.07 inches (53 mm) fell over the contiguous U.S. in January, 0.15 inches (4 mm) below the 20th century mean for the month."
20070109,Total,55.04,44.96,21.6,11.25,5.24,0.28,2007-01-09,2007-01-15,1,2007-01-09,2007-01-09,2007-01-15,"The contiguous United States experiences varying precipitation patterns, with maxima found over continental regions.; The contiguous United States experienced a warm and dry January 2007, with a temperature 2.9°F above the 20th century average.","The drought areas in January 2007 had low soil moisture, fair vegetative health, and low streamflow.; January 2007 had near-average precipitation nationally, ranking as the 47th driest January in the 1895-2007 record. An average of 2.07 inches (53 mm) fell over the contiguous U.S. in January, 0.15 inches (4 mm) below the 20th century mean for the month."
20070102,Total,53.56,46.44,21.41,10.54,4.95,0.28,2007-01-02,2007-01-08,1,2007-01-02,2007-01-02,2007-01-08,"The contiguous United States experienced a warm and dry January 2007, with a temperature 2.9°F above the 20th century average.; The United States has various ecological units, including Level III and IV ecoregions.","The drought areas in January 2007 had low soil moisture, fair vegetative health, and low streamflow.; January 2007 had near-average precipitation nationally, ranking as the 47th driest January in the 1895-2007 record. An average of 2.07 inches (53 mm) fell over the contiguous U.S. in January, 0.15 inches (4 mm) below the 20th century mean for the month."
20061226,Total,51.48,48.52,21.33,10.89,4.89,0.4,2006-12-26,2007-01-01,1,2006-12-26,2006-12-26,2007-01-01,"The United States has various ecological units, including Level III and IV ecoregions.; The Great Plains receives less than 24 inches of rainfall a year, and most of it receives less than 16 inches.","Abnormal dryness was experienced in the central Appalachians, and drought conditions persisted in Texas, Oklahoma, and Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; The drought areas in January 2007 had low soil moisture, fair vegetative health, and low streamflow.; December 2006 had near-average precipitation nationally, ranking as the 41st wettest December in the 1895-2006 record, with an average of 2.44 inches (62 mm) of precipitation over the contiguous U.S.; January 2007 had near-average precipitation nationally, ranking as the 47th driest January in the 1895-2007 record. An average of 2.07 inches (53 mm) fell over the contiguous U.S. in January, 0.15 inches (4 mm) below the 20th century mean for the month."
20061219,Total,50.32,49.68,22.15,11.45,5.18,0.51,2006-12-19,2006-12-25,1,2006-12-19,2006-12-19,2006-12-25,"The Great Plains receives less than 24 inches of rainfall a year, and most of it receives less than 16 inches.; The MRG basin has an arid to semiarid climate typical of the southwestern United States, with precipitation varying greatly.","Abnormal dryness was experienced in the central Appalachians, and drought conditions persisted in Texas, Oklahoma, and Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; December 2006 had near-average precipitation nationally, ranking as the 41st wettest December in the 1895-2006 record, with an average of 2.44 inches (62 mm) of precipitation over the contiguous U.S."
20061212,Total,59.98,40.02,21.43,11.29,5.2,0.51,2006-12-12,2006-12-18,1,2006-12-12,2006-12-12,2006-12-18,"The MRG basin has an arid to semiarid climate typical of the southwestern United States, with precipitation varying greatly.; The contiguous United States experienced variable precipitation in 2006, with half of the region in moderate to exceptional drought by late July.","Abnormal dryness was experienced in the central Appalachians, and drought conditions persisted in Texas, Oklahoma, and Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; December 2006 had near-average precipitation nationally, ranking as the 41st wettest December in the 1895-2006 record, with an average of 2.44 inches (62 mm) of precipitation over the contiguous U.S."
20061205,Total,61.31,38.69,21.0,10.97,5.13,0.15,2006-12-05,2006-12-11,1,2006-12-05,2006-12-05,2006-12-11,"The contiguous United States experienced variable precipitation in 2006, with half of the region in moderate to exceptional drought by late July.; The contiguous United States has spatial patterns of soil organic carbon that are influenced by precipitation.","Abnormal dryness was experienced in the central Appalachians, and drought conditions persisted in Texas, Oklahoma, and Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; December 2006 had near-average precipitation nationally, ranking as the 41st wettest December in the 1895-2006 record, with an average of 2.44 inches (62 mm) of precipitation over the contiguous U.S."
20061128,Total,64.25,35.75,21.84,11.67,6.2,0.22,2006-11-28,2006-12-04,1,2006-11-28,2006-11-28,2006-12-04,The contiguous United States has spatial patterns of soil organic carbon that are influenced by precipitation.; The United States National Hurricane Center tracks hurricanes and their impact on the continental U.S.,"At the end of November, drought conditions were present in Texas, Oklahoma, northern Minnesota, Wyoming, and Arizona, with dryness increasing in eastern and northeastern Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; Abnormal dryness was experienced in the central Appalachians, and drought conditions persisted in Texas, Oklahoma, and Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; November 2006 had above-average precipitation nationally, ranking as the 32nd wettest November in the 1895-2006 record. An average of 2.47 inches (63 mm) fell over the contiguous U.S. in November, 0.4 inches (9 mm) above the 20th century mean for the month.; December 2006 had near-average precipitation nationally, ranking as the 41st wettest December in the 1895-2006 record, with an average of 2.44 inches (62 mm) of precipitation over the contiguous U.S."
20061121,Total,63.63,36.37,21.8,11.28,5.34,0.14,2006-11-21,2006-11-27,1,2006-11-21,2006-11-21,2006-11-27,The United States National Hurricane Center tracks hurricanes and their impact on the continental U.S.; The Mississippi Department of Marine Resources uses precipitation estimates from the U.S. Geological Survey to inform their decisions.,"At the end of November, drought conditions were present in Texas, Oklahoma, northern Minnesota, Wyoming, and Arizona, with dryness increasing in eastern and northeastern Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; November 2006 had above-average precipitation nationally, ranking as the 32nd wettest November in the 1895-2006 record. An average of 2.47 inches (63 mm) fell over the contiguous U.S. in November, 0.4 inches (9 mm) above the 20th century mean for the month."
20061114,Total,62.3,37.7,23.01,11.6,4.87,0.0,2006-11-14,2006-11-20,1,2006-11-14,2006-11-14,2006-11-20,"The Mississippi Department of Marine Resources uses precipitation estimates from the U.S. Geological Survey to inform their decisions.; The Northeast region of the contiguous United States experienced its 4th warmest temperatures, and none of the contiguous states had below-average temperatures during the September-November period.","At the end of November, drought conditions were present in Texas, Oklahoma, northern Minnesota, Wyoming, and Arizona, with dryness increasing in eastern and northeastern Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; November 2006 had above-average precipitation nationally, ranking as the 32nd wettest November in the 1895-2006 record. An average of 2.47 inches (63 mm) fell over the contiguous U.S. in November, 0.4 inches (9 mm) above the 20th century mean for the month."
