OT,start_date,date,end_date,search_fact,report_fact
207160,2021-02-01,2021-02-01,2021-02-28,"The COVID-19 pandemic has had a significant impact on traffic volume, with a decrease in traffic entering the CBD screenline in Qatar.; Traffic volume was significantly reduced due to the COVID-19 pandemic; The 71% decrease in VMT (Vehicle Miles Traveled) for all travel on all roads in CA, ID, and WA was greater than the estimated 30% change in traffic volumes on 40 state highways.; The latest VMT data shows that the total miles driven in the US in 2020 was the lowest in two decades.","The total travel on all roads and streets in the US for February 2021 changed by -12.1% (-28.3 billion vehicle miles) compared to February 2020, resulting in an estimated 205.4 billion vehicle miles of travel. The seasonally adjusted vehicle miles traveled for February 2021 is 245.9 billion miles, a -10.6% (-29.1 billion vehicle miles) decline from February 2020.; The total vehicle miles traveled on all interstate highways for Week 8 (February 22-28, 2021) is estimated to be 13.2 billion vehicle miles, an increase of 10% from the previous week, and a decrease of 7% compared to the same week of 2019.; The total vehicle miles traveled (VMT) on interstate highways for Week 7 (February 15-21, 2021) is estimated to be 12.0 billion vehicle miles, a decrease of 4% from the previous week and 15% from the same week of 2019.; Objective facts about the influenza situation: NA; For Week 5, starting Monday, February 1, 2021, and ending Sunday, February 7, 2021, vehicle miles traveled by all vehicles on all interstate highways is estimated to be 13.0 billion vehicle miles, a decrease of 3% from the previous week and a decrease of 8% compared to the same week of 2019."
262065,2021-03-01,2021-03-01,2021-03-31,"The Nevada Department of Transportation will update traffic count data for 2023 in July 2024.; Vehicle travel trends, including average trip distance, trip count, trip duration, and vehicle miles traveled (VMT) for passenger vehicles, are indexed.; Travel during March 2021 on all roads and streets in the nation changed by +19.0% (+42.0 billion) compared to the previous year.; The United States Department of Transportation measures traffic volumes and traffic flow, indicating that when traffic volume is low, the cost of travel decreases.; The United States Department of Transportation provides guidelines and tools for traffic analysis, including measuring travel time and speed, and calculating volume/capacity (v/c) ratio.","The total vehicle miles traveled in March 2021 is 263.0 billion, a 19.0% (42.0 billion vehicle miles) increase compared to March 2020. The seasonally adjusted vehicle miles traveled for March 2021 is 261.1 billion miles, an 18.5% (40.7 billion vehicle miles) increase over March 2020.; Objective facts:
The total vehicle miles traveled (VMT) on all interstate highways for Week 13 (March 29, 2021, to April 4, 2021) is estimated to be 16.2 billion vehicle miles, a 4% increase from the previous week and a 2% decrease from the same week of 2019.; The total vehicle miles traveled (VMT) on all interstate highways for Week 12 (March 22-28, 2021) is estimated to be 14.7 billion vehicle miles, a 1% increase from the previous week and a 6% decrease compared to the same week of 2019.; The total vehicle miles traveled (VMT) for Week 11 (March 15-21, 2021) is estimated to be 14.5 billion vehicle miles, a 2% increase from the previous week and a 7% decrease from the same week in 2019.; The total vehicle miles traveled (VMT) on all interstate highways for Week 10 (March 8-14, 2021) is estimated to be 14.3 billion vehicle miles, a decrease of 2% from the previous week and 8% compared to the same week of 2019. Passenger vehicle miles traveled decreased 10% when compared to the same week of 2019, while truck vehicle miles traveled increased 9%.; The total vehicle miles traveled (VMT) for Week 9 (March 1-7, 2021) is estimated to be 14.6 billion vehicle miles, a 10% increase from the previous week, and a 6% decrease compared to the same week in 2019."
252218,2021-04-01,2021-04-01,2021-04-30,"The United States Department of Transportation provides guidelines and tools for traffic analysis, including measuring travel time and speed, and calculating volume/capacity (v/c) ratio.; Current and projected traffic volume is a key factor in designing transportation systems, including border checkpoints and highways.; The traffic volume in downtown Heber City is above the annual average for five months of the year, likely due to high tourist activity.; In the United States, trips taken by drivers have increased on a slight upward trend in the last few weeks, but morning traffic is still down in major metro areas.; Ohio has the sixth highest freight volume and the fifth largest interstate system in the United States.","The total travel on all roads and streets in the US for April 2021 changed by 54.6% (90.6 billion vehicle miles) compared to April 2020, resulting in an estimated 256.5 billion vehicle miles. The seasonally adjusted vehicle miles traveled for April 2021 is 248.6 billion miles, a 56.5% increase over April 2020.; For Week 17 (April 26, 2021 - May 2, 2021), vehicle miles traveled by all vehicles on all interstate highways is estimated to be 16.1 billion vehicle miles, a 2% increase from the previous week and a 3% decrease from the same week of 2019.; The total vehicle miles traveled (VMT) on interstate highways for Week 16 (April 19-25, 2021) is estimated to be 15.7 billion vehicle miles, a decrease of 1% from the previous week and a decrease of 5% compared to the same week of 2019. Passenger vehicle miles traveled decreased 10% compared to the same week of 2019, while truck vehicle miles traveled increased 10% compared to the same week of 2019.; For Week 15 (April 12-18, 2021), vehicle miles traveled (VMT) on all interstate highways is estimated to be 15.9 billion, a decrease of 5% from the previous week and 4% from the same week in 2019. Passenger vehicle miles traveled decreased 9% compared to the same week in 2019, while truck vehicle miles traveled increased 10%.; For week 14 of 2021, the estimated vehicle miles traveled (VMT) on all interstate highways is 16.7 billion, a 3% increase from the previous week and a 1% increase from the same week in 2019.; Objective facts:
The total vehicle miles traveled (VMT) on all interstate highways for Week 13 (March 29, 2021, to April 4, 2021) is estimated to be 16.2 billion vehicle miles, a 4% increase from the previous week and a 2% decrease from the same week of 2019."
276639,2021-05-01,2021-05-01,2021-05-31,"Ohio has the sixth highest freight volume and the fifth largest interstate system in the United States.; Incremental traffic models compute traffic volumes by optimizing travel times across the road network.; Traffic volume around the Las Vegas Valley has slowly been getting back to pre-pandemic levels.; The U.S. Department of Transportation estimated monthly motor vehicle travel for March 2021.; As of May 2021, U.S. vehicle travel has rebounded to near pre-pandemic levels, with traffic levels returning to only five of the 100 largest metro areas.; In April 2021, the estimated monthly motor vehicle travel volume in the US was computed using Highway Statistics 2018 Table VM-2 as a base.","Travel on all roads and streets changed by 28.7% (61.2 billion vehicle miles) for May 2021 as compared with May 2020, with an estimated 273.9 billion vehicle miles traveled. The seasonally adjusted vehicle miles traveled for May 2021 is 259.7 billion miles, a 31.1% (61.6 billion vehicle miles) increase over May 2020.; The total vehicle miles traveled (VMT) on interstate highways for Week 22 (May 31, 2021 - June 6, 2021) is estimated to be 17.2 billion vehicle miles, increasing 4% from the previous week and 0.3% compared to the same week of 2019. Passenger vehicle miles traveled decreased 0.6% compared to the same week of 2019, while truck vehicle miles traveled increased 4%.; For Week 21 of 2021, vehicle miles traveled (VMT) on all interstate highways are estimated to be 16.5 billion vehicle miles, increasing 3% from the previous week and decreasing 0.5% compared to the same week of 2019.; For Week 20, starting Monday, May 17, 2021, and ending Sunday, May 23, 2021, vehicle miles traveled by all vehicles on all interstate highways is estimated to be 16.1 billion vehicle miles, a 0.4% increase from the previous week and a 3% decrease compared to the same week of 2019. Passenger vehicle miles traveled decreased 6% compared to the same week of 2019, while truck vehicle miles traveled increased 12%.; For Week 19, starting Monday, May 10, 2021, and ending Sunday, May 16, 2021, vehicle miles traveled by all vehicles on all interstate highways is estimated to be 16.1 billion vehicle miles, an increase of 0.2% from the previous week. Compared to the same week of 2019, it represents a decrease of 3%.; Vehicle miles traveled by all vehicles on all interstate highways for Week 18 (May 3-9, 2021) is estimated to be 16.0 billion vehicle miles, a decrease of 0.4% from the previous week and a decrease of 4% compared to the same week of 2019.; For Week 17 (April 26, 2021 - May 2, 2021), vehicle miles traveled by all vehicles on all interstate highways is estimated to be 16.1 billion vehicle miles, a 2% increase from the previous week and a 3% decrease from the same week of 2019."
279209,2021-06-01,2021-06-01,2021-06-30,"In April 2021, the estimated monthly motor vehicle travel volume in the US was computed using Highway Statistics 2018 Table VM-2 as a base.; The node size of US airports only reflects their traffic volumes related to Canada.; The pandemic has had significant effects on traffic volumes and travel patterns, with a decrease in international air travelers entering the U.S. by about 54% in fiscal year 2020.; Most low volume, residential intersections in Lubbock, Texas require no formal control, and Texas state law requires drivers to yield to all pedestrians at the intersection.; Objective facts about the Traffic and Transportation situation:
The 2021 Urban Mobility Report uses traffic count data from various states and combines traffic volume and traffic speed networks to estimate flow travel speeds. 
Lower traffic volumes resulted in lower toll rates, especially during morning commutes, on the 66 Express Lanes. 
The Travel Time Index (TTI) measures the ratio of travel time in the peak period to travel time at free-flow conditions. 
Traffic volume and traffic congestion declined in 2021 according to the 2021 Urban Mobility Report. 
Traffic on several major U.S. toll roads has increased one year after the COVID-19 pandemic. 
July 4th weekend travel is expected to be busy, with high travel volumes. 
The Fatality Analysis Reporting System (FARS) is a census of all fatal motor vehicle traffic crashes in the U.S. 
Truck volume is a significant portion of the total annual traffic stream on Wyoming Interstate 80.","Travel on all roads and streets changed by 14.5% (35.7 billion vehicle miles) for June 2021 compared to June 2020, with an estimated 282.5 billion vehicle miles traveled. The seasonally adjusted vehicle miles traveled for June 2021 is 267 billion miles, a 14.9% (34.7 billion vehicle miles) increase over June 2020.; Vehicle miles traveled by all vehicles on all interstate highways for Week 26 (June 28, 2021 - July 4, 2021) are estimated to be 17.0 billion vehicle miles, increasing 1% from the previous week. Passenger vehicle miles traveled on all interstate highways for Week 26 is 3% lower than the amount in the same week of 2019. Truck vehicle miles traveled on all interstate highways for Week 26 is 18% higher than the amount in the same week of 2019.; For Week 25, starting Monday, June 21, 2021, and ending Sunday, June 27, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.9 billion vehicle miles, decreasing 2% from the previous week. Compared to the same week of 2019, it represents a decrease of 2%.; For week 24, starting Monday, June 14, 2021, and ending Sunday, June 20, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 17.2 billion vehicle miles, increasing 3% from the previous week and 0.2% compared to the same week of 2019.; For Week 23, starting Monday, June 7, 2021, and ending Sunday, June 13, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.8 billion vehicle miles, decreasing 3% from the previous week and 2% from the same week of 2019.; The total vehicle miles traveled (VMT) on interstate highways for Week 22 (May 31, 2021 - June 6, 2021) is estimated to be 17.2 billion vehicle miles, increasing 4% from the previous week and 0.3% compared to the same week of 2019. Passenger vehicle miles traveled decreased 0.6% compared to the same week of 2019, while truck vehicle miles traveled increased 4%."
288443,2021-07-01,2021-07-01,2021-07-31,"Objective facts about the Traffic and Transportation situation:
The 2021 Urban Mobility Report uses traffic count data from various states and combines traffic volume and traffic speed networks to estimate flow travel speeds. 
Lower traffic volumes resulted in lower toll rates, especially during morning commutes, on the 66 Express Lanes. 
The Travel Time Index (TTI) measures the ratio of travel time in the peak period to travel time at free-flow conditions. 
Traffic volume and traffic congestion declined in 2021 according to the 2021 Urban Mobility Report. 
Traffic on several major U.S. toll roads has increased one year after the COVID-19 pandemic. 
July 4th weekend travel is expected to be busy, with high travel volumes. 
The Fatality Analysis Reporting System (FARS) is a census of all fatal motor vehicle traffic crashes in the U.S. 
Truck volume is a significant portion of the total annual traffic stream on Wyoming Interstate 80.; The United States has states with at-risk communities, and passenger volume and nonstop service at BNA airport are on the rise.; Travel during July 2021 on all roads and streets in the nation changed by +11.5% (+30.0 billion) compared to the previous year.; Traffic volume in the US was down 18% in 2020 compared to 2019, and employment was down 9%.; The travel time performance-based measures were affected by an increase in traffic volumes on connecting arterial links during a construction project period.","Travel on all roads and streets changed by 11.5% (30.0 billion vehicle miles) for July 2021 as compared with July 2020. The estimated travel for the month is 290.1 billion vehicle miles. The seasonally adjusted vehicle miles traveled for July 2021 is 267.6 billion miles, a 13.1% (31 billion vehicle miles) increase over July 2020.; Vehicle miles traveled by all vehicles on all interstate highways for Week 30 (July 26, 2021 - August 1, 2021) are estimated to be 17.0 billion vehicle miles, decreasing 1% from the previous week. VMT for the week is the same as Week 30 of 2019.; For Week 29, starting Monday, July 19, 2021, and ending Sunday, July 25, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 17.15 billion vehicle miles, decreasing 0.3% from the previous week. VMT for the week is 1% higher than the same week of 2019.; For Week 28, starting Monday, July 12, 2021, and ending Sunday, July 18, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 17.2 billion vehicle miles, increasing 2% from the previous week.; For Week 27, starting Monday, July 5, 2021, and ending Sunday, July 11, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.8 billion vehicle miles, decreasing 1% from the previous week. VMT for the week is 1% lower than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 26 (June 28, 2021 - July 4, 2021) are estimated to be 17.0 billion vehicle miles, increasing 1% from the previous week. Passenger vehicle miles traveled on all interstate highways for Week 26 is 3% lower than the amount in the same week of 2019. Truck vehicle miles traveled on all interstate highways for Week 26 is 18% higher than the amount in the same week of 2019."
279596,2021-08-01,2021-08-01,2021-08-31,"The travel time performance-based measures were affected by an increase in traffic volumes on connecting arterial links during a construction project period.; The Route 28 Priority Corridor Study in Milton, Massachusetts identified critical intersections with high traffic volumes during peak periods.; In 2020, the estimated individual monthly motor vehicle travel in the United States was 17.7 billion vehicle-miles of travel on rural interstates.; During the COVID-19 pandemic, traffic volumes plummeted by up to 70% in the two weeks before the stay-at-home order was put in place on March 28.; There is a correlation between travel speed and traffic volume on urban roads .; The total volume of traffic on a highway segment for one year divided by the number of days in the year is known as AADT (Annual Average Daily Traffic).","Travel on all roads and streets changed by 8.3% (21.0 billion vehicle miles) for August 2021 as compared with August 2020, with an estimated 273.8 billion vehicle miles traveled. The seasonally adjusted vehicle miles traveled for August 2021 is 261.1 billion miles, an 8.5% increase over August 2020.; For Week 35, starting Monday, August 30, 2021, and ending Sunday, September 5, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.9 billion vehicle miles, 5% higher than the previous week and 1.4% higher than the same week of 2019.; For week 34, starting Monday, August 23, 2021, and ending Sunday, August 29, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.2 billion vehicle miles, 3% lower than the previous week and 3% lower than the same week of 2019.; The total vehicle miles traveled (VMT) for Week 33 (August 16-22, 2021) is estimated to be 16.7 billion vehicle miles, 1% higher than the previous week and the same as the same week in 2019. Passenger vehicle miles traveled are 1% lower than the same week in 2019, while truck vehicle miles traveled are 9% higher.; The vehicle miles traveled (VMT) on all interstate highways for Week 32, starting Monday, August 9, 2021, and ending Sunday, August 15, 2021, are estimated to be 16.6 billion vehicle miles, decreasing 1% from the previous week.; Vehicle miles traveled by all vehicles on all interstate highways for Week 31, starting Monday, August 2, 2021, ending Sunday, August 8, 2021, are estimated to be 16.9 billion vehicle miles, decreasing 1% from the previous week. VMT for the week is 1% higher than Week 31 of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 30 (July 26, 2021 - August 1, 2021) are estimated to be 17.0 billion vehicle miles, decreasing 1% from the previous week. VMT for the week is the same as Week 30 of 2019."
270461,2021-09-01,2021-09-01,2021-09-30,"The total volume of traffic on a highway segment for one year divided by the number of days in the year is known as AADT (Annual Average Daily Traffic).; Air travel has returned to normal in some places, with big-city airports in the West serving a fraction of their typical traveler volume, between 24 percent and 46 percent.; Traffic volume data from permanent traffic counters at over 500 locations across the U.S. were compiled by NREL for a validation study.; Traffic volume increased by 38% along US-191 from 2010-2018 in Franklin County, Ohio, USA.; The COVID-19 pandemic has had a varied impact on road traffic collisions globally, with some countries experiencing a decrease in speed-related vehicle collisions despite reduced traffic volumes during lockdown.","Objective facts about the Monthly United States nationwide vehicle miles traveled (VMT) situation:
The total travel on all roads and streets in the nation changed by 7.9% (19.5 billion vehicle miles) in September 2021 compared to September 2020, resulting in an estimated 266.7 billion vehicle miles of travel.; For Week 39, starting Monday, September 27, 2021, and ending Sunday, October 3, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.8 billion vehicle miles, 1.7% higher than the previous week. VMT for the week is 0.6% higher than the same week of 2019.; The total vehicle miles traveled (VMT) for Week 38 (September 20-26, 2021) is estimated to be 16.5 billion vehicle miles, 0.5% higher than the previous week and 1.0% lower than the same week of 2019. Passenger vehicle miles traveled are 4% lower than the same week of 2019, while truck vehicle miles traveled are 11% higher.; Vehicle miles traveled by all vehicles on all interstate highways for Week 37 (September 13-19, 2021) are estimated to be 16.5 billion vehicle miles, the same level as the previous week. VMT for the week is 1.5% lower than the same week of 2019.; For Week 36, starting Monday, September 6, 2021, and ending Sunday, September 12, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.5 billion vehicle miles, 3% lower than the previous week and 1.6% lower than the same week of 2019.; For Week 35, starting Monday, August 30, 2021, and ending Sunday, September 5, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.9 billion vehicle miles, 5% higher than the previous week and 1.4% higher than the same week of 2019."
277877,2021-10-01,2021-10-01,2021-10-31,"The COVID-19 pandemic has had a varied impact on road traffic collisions globally, with some countries experiencing a decrease in speed-related vehicle collisions despite reduced traffic volumes during lockdown.; The traffic volume is expected to be higher than normal during the Columbus Day weekend, and travelers are advised to allow extra time to reach their destinations.; The traffic volume on wildlife-vehicle collisions in the United States has been affected by the COVID-19 pandemic.; The Delaware Memorial Bridge continues to handle record volumes of traffic, with motorists encouraged to follow Twitter for the latest construction news and traffic conditions.; The U.S. Department of Transportation provides data on freight flows by state, passenger travel, and safety.","Travel on all roads and streets changed by 7.1% (18.4 billion vehicle miles) for October 2021 as compared with October 2020. The estimated travel for the month is 277.5 billion vehicle miles. The seasonally adjusted vehicle miles traveled for October 2021 is 266.8 billion miles, a 7.9% (19.6 billion vehicle miles) increase over October 2020.; Vehicle miles traveled by all vehicles on all interstate highways for Week 43 (October 25-31, 2021) are estimated to be 16.3 billion vehicle miles, 0.5% lower than the previous week and 1% higher than the same week of 2019. Passenger vehicle miles traveled are 2% lower than the same week of 2019, while truck vehicle miles traveled are 13% higher than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 42 are estimated to be 16.4 billion vehicle miles, the same as the previous week, and 1% higher than the same week of 2019. Passenger vehicle miles traveled on all interstate highways for Week 42 are 3% lower than the same week of 2019. Truck vehicle miles traveled on all interstate highways for Week 42 are 14% higher than the same week of 2019.; For Week 41, starting Monday, October 11, 2021, and ending Sunday, October 17, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.4 billion vehicle miles, 0.4% higher than the previous week, and 1% higher than the same week of 2019.; For Week 40, starting Monday, October 4, 2021, and ending Sunday, October 10, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.3 billion vehicle miles, 3% lower than the previous week and 0.8% higher than the same week of 2019.; For Week 39, starting Monday, September 27, 2021, and ending Sunday, October 3, 2021, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 16.8 billion vehicle miles, 1.7% higher than the previous week. VMT for the week is 0.6% higher than the same week of 2019."
260433,2021-11-01,2021-11-01,2021-11-30,"International passenger traffic volume is expected to lag significantly behind domestic traffic recovery in 2021 and is forecast to total only 1.47 billion.; Traffic count histories (ADT or average daily traffic) are available online for state count stations from 1985 to present.; During the COVID-19 pandemic, traffic volumes decreased significantly, with up to 85% reduction in many major European cities and a notable decrease in the United States, particularly on regional principal arterials and key commute corridors.; The U.S. Department of Transportation's Bureau of Transportation Statistics (BTS) and Federal Highway Administration (FHWA) predict that freight activity in the U.S. will grow 50% by 2050.; Average annual daily traffic (AADT) on US 60 around Owensboro, KY is 24,400 to 38,100.","Travel on all roads and streets in the US changed by +12.3% (+29.2 billion vehicle miles) in November 2021 compared to November 2020, with an estimated 267.5 billion vehicle miles traveled. The seasonally adjusted vehicle miles traveled for November 2021 is 279.4 billion miles, a +11.3% increase over November 2020.; Vehicle miles traveled by all vehicles on all interstate highways for Week 48, starting Monday, November 29, 2021, ending Sunday, December 5, 2021, are estimated to be 16.3 billion vehicle miles, 1.0% higher than the previous week. VMT for the week is 1.2% higher than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 47 (2021) are estimated to be 16.2 billion vehicle miles, 0.6% lower than the previous week, and 2.4% higher than the same week of 2019. Passenger vehicle miles traveled are 1.9% higher than the same week of 2019, and truck vehicle miles traveled are 6.0% higher than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 46, starting Monday, November 15, 2021, ending Sunday, November 21, 2021, are estimated to be 16.3 billion vehicle miles, 0.4% lower than the previous week. VMT for the week is 3.1% higher than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 45, starting Monday, November 8, 2021, ending Sunday, November 14, 2021, are estimated to be 16.3 billion vehicle miles, 0.7% higher than the previous week. VMT for the week is 3.5% higher than the same week of 2019.; For week 44 of 2021, vehicle miles traveled (VMT) by all vehicles on all interstate highways are estimated to be 16.2 billion vehicle miles, 0.4% lower than the previous week and 0.2% higher than the same week of 2019. Passenger vehicle miles traveled are 2% lower than the same week of 2019, while truck vehicle miles traveled are 11% higher than the same week of 2019."
261028,2021-12-01,2021-12-01,2021-12-31,"Average annual daily traffic (AADT) on US 60 around Owensboro, KY is 24,400 to 38,100.; Objective facts about the Traffic and Transportation situation: 
Traffic volumes and mobility have sharply dropped due to the lockdown status in the United States. 
Travel volume in New York City dropped sharply at the beginning of the pandemic. 
Americans lost 3.4 billion hours due to congestion in 2021. 
Data volumes in space traffic are expected to increase 14x over the next ten years.; In 2020, the individual monthly vehicle-miles of travel in the United States was 18.3 billion on rural interstates.; Traffic volume across Washington state decreased in the wake of COVID-19, but travel times were still slightly better than pre-pandemic levels.; The Federal Highway Administration aims to provide safety benefits to all users of the roadway environment through proper lighting levels.","The total vehicle miles traveled in December 2021 was 268.4 billion, a 11.2% increase (+26.9 billion vehicle miles) compared to December 2020. The cumulative travel for 2021 was 3,228.8 billion vehicle miles, a 11.2% increase (+325.2 billion vehicle miles) compared to 2020.; Vehicle miles traveled by all vehicles on all interstate highways for Week 51, starting Monday, December 20, 2021, ending Sunday, December 26, 2021, are estimated to be 16.3 billion vehicle miles, 3.6% higher than the previous week. VMT for the week is 1.0% higher than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 50, starting Monday, December 13, 2021, ending Sunday, December 19, 2021, are estimated to be 15.7 billion vehicle miles, 2.2% lower than the previous week. VMT for the week is 2.6% lower than the same week of 2019.; The total VMT for Week 49 (Dec 6-12, 2021) is estimated to be 16.1 billion vehicle miles, 1.6% lower than the previous week and 0.4% lower than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 48, starting Monday, November 29, 2021, ending Sunday, December 5, 2021, are estimated to be 16.3 billion vehicle miles, 1.0% higher than the previous week. VMT for the week is 1.2% higher than the same week of 2019."
236055,2022-01-01,2022-01-01,2022-01-31,"The Federal Highway Administration aims to provide safety benefits to all users of the roadway environment through proper lighting levels.; The Hawaii Department of Transportation (HDOT) has been tracking and sharing traffic volume data for major state routes on the HDOT website since January 3, 2022.; The majority of passenger travel in the United States occurs on highways, with traffic volumes and road safety data being monitored and reported by various government agencies.; The average daily traffic volume on Route 11 (Old Valley Pike) Bridge over the North Fork of the Shenandoah River is estimated to be 6000 vehicles per day by 2038.; Travel times in 2022 were close to pre-pandemic levels, with traffic volume in the wake of COVID-19.; MDOT SHA measures traffic volume using counts and other sources to gauge annual variations in Maryland roadway travel.","Travel on all roads and streets in the United States changed by +4.1% (+9.5 billion vehicle miles) in January 2022 compared to January 2021, with an estimated 240.6 billion vehicle miles of travel. The seasonally adjusted vehicle miles traveled for January 2022 is 274.4 billion miles, a 4.7% change over January 2021.; Objective facts about the influenza situation: 
NA (There is no mention of influenza in the report.); For week 4 of 2022, the total VMT is 14.2 billion vehicle miles, which is 6.5% higher than the previous week and 0.4% higher than the same week of 2019. Passenger vehicle miles traveled are 3.4% lower than the same week of 2019, while truck vehicle miles traveled are 15.9% higher than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 3 (January 17, 2022, to January 23, 2022) are estimated to be 13.3 billion vehicle miles, 5.8% lower than the previous week and 5.7% lower than the same week of 2019. Passenger vehicle miles traveled on all interstate highways for Week 3 are 8.8% lower than the same week of 2019. Truck vehicle miles traveled on all interstate highways for Week 3 are 8.9% higher than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 2 (starting Monday, January 10, 2022, and ending Sunday, January 16, 2022) are estimated to be 14.2 billion vehicle miles, 4.2% higher than the previous week and 0.1% higher than the same week of 2019. Passenger vehicle miles traveled on all interstate highways for Week 2 are 2.3% lower than the same week of 2019. Truck vehicle miles traveled on all interstate highways for Week 2 are 9.2% higher than the same week of 2019.; For Week 1 of 2022, vehicle miles traveled by all vehicles on all interstate highways are estimated to be 13.6 billion vehicle miles, 16.1% lower than the previous week and 3.9% lower than the same week of 2019. Passenger vehicle miles traveled are 4.3% lower than the same week of 2019, while truck vehicle miles traveled are 1.8% higher than the same week of 2019."
231137,2022-02-01,2022-02-01,2022-02-28,"MDOT SHA measures traffic volume using counts and other sources to gauge annual variations in Maryland roadway travel.; The SR 91 value study showed that traffic distributions in the eastbound travel direction consisted of 17% and 4% of the volume respectively.; Highway travel in the US has an overview, multi-state tables, and motor-fuel volume taxed by state.; International passenger traffic volume has lagged significantly behind domestic traffic due to travel restrictions on international travel.; The volume of flights operated in 2021 was 6.2 million, which is 78.1% of the volume of flights operated in pre-pandemic 2019 (7.9 million).","Objective facts about the Monthly United States nationwide vehicle miles traveled (VMT) situation:
The total travel on all roads and streets in the US changed by +10.6% (+22.6 billion vehicle miles) in February 2022 compared to February 2021, with an estimated 235.7 billion vehicle miles traveled. The seasonally adjusted vehicle miles traveled for February 2022 is 276.4 billion miles, a 9% increase over February 2021. Cumulative travel for 2022 changed by +7.2% (+32.1 billion vehicle miles), with an estimated 476.2 billion vehicle miles of travel.; The total vehicle miles traveled (VMT) on all interstate highways for Week 9 (February 28, 2022 - March 6, 2022) is estimated to be 15.6 billion vehicle miles, which is 10.4% higher than the previous week and 0.2% lower than the same week of 2019.; Objective facts about the influenza situation: NA (there is no information about the influenza situation in the report); For Week 7 (February 14-20, 2022), vehicle miles traveled by all vehicles on all interstate highways are estimated to be 14.5 billion vehicle miles, 2.1% higher than the previous week and 2.6% higher than the same week of 2019. Passenger vehicle miles traveled on all interstate highways are 1.3% lower than the same week of 2019, while truck vehicle miles traveled are 11.5% higher than the same week of 2019.; Vehicle miles traveled by all vehicles on all interstate highways for Week 6 (February 7-13, 2022) are estimated to be 14.2 billion vehicle miles, 7.4% higher than the previous week and 0.5% higher than the same week of 2019.; Objective facts about the influenza situation: 
NA (There is no mention of influenza in the report.)"
